issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude
I032,의료 시각화 플랫폼 공급,플랫폼 공급,INDUSTRY_STRUCTURAL_CHANGE,경쟁사_해외이슈,,,,overseas,171.5,3,3,1,1,3148,3148,"메디씽큐, 美 박스터에 3D 수술 시각화 플랫폼 'SHIYA' 독점 공급",뉴스1,"카카오의 헬스케어 또는 의료 관련 플랫폼 사업 진출 시, 기술 기반의 특화 플랫폼 공급 및 제휴 전략에 대한 시사점을 제공합니다.",특화 기술 기반 플랫폼의 해외 공급 사례는 카카오의 신규 플랫폼 사업 진출 전략 수립에 중요한 참고 자료가 됩니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I033,표시광고법 등 '반복 위반' 과징금 최대 100% 상향,과징금_강화,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,,other,169.5,2,2,2,1,674,674,표시광고법 등 '반복 위반' 과징금 최대 50%→100%…국무회의 통과,뉴시스,"표시광고법 등 반복 위반에 대한 과징금 기준이 최대 50%에서 100%로 상향됨에 따라, 카카오 서비스 내 광고 및 표시 관련 규제 준수 의무가 더욱 중요해졌습니다. 이는 향후 잠재적 법규 위반 시 부담 증가로 이어질 수 있습니다.",반복 위반 시 과징금 기준 강화는 카카오의 광고 관련 사업 및 규제 준수에 직접적인 영향을 미칠 수 있어 관련 동향을 파악해야 합니다.,False,False
I034,반복 허위광고 과징금 기준 강화,과징금_강화,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,,other,169.5,2,2,2,1,756,756,"공정위, 반복 허위광고 과징금 기준 7월부터 강화",Traders Union,반복 허위 광고에 대한 과징금 기준 강화는 카카오 서비스 내 광고 운영 및 콘텐츠 검토 과정에 더 큰 주의를 요하게 합니다. 이는 잠재적 규제 리스크 증가로 이어질 수 있습니다.,반복 허위 광고에 대한 과징금 기준 강화는 카카오의 광고 관련 사업 및 규제 준수에 직접적인 영향을 미칠 수 있어 관련 동향을 파악해야 합니다.,False,False
I035,거짓 광고 반복 시 과징금 최대 2배,과징금_강화,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,,other,169.5,2,2,2,1,801,801,"공정위 ""거짓 광고 반복하면 7월부터 과징금 최대 2배""",네이트,거짓 광고를 반복할 경우 과징금이 최대 2배로 부과된다는 소식은 카카오의 광고 정책 및 콘텐츠 관리 시스템 강화의 필요성을 시사합니다. 이는 잠재적 법적 리스크 증가로 이어질 수 있습니다.,거짓 광고 반복 시 과징금 기준 강화는 카카오의 광고 관련 사업 및 규제 준수에 직접적인 영향을 미칠 수 있어 관련 동향을 파악해야 합니다.,False,False
I036,국가 AI 인프라/AIDC/GPU 정책,AI 인프라 투자,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,169.5,2,2,1,2,3108,"3108,3101","브로드컴, 월가 손잡고 53조원대 AI인프라 구축…앤트로픽 지원 | 슈나이더일렉트릭, 에노바와 MOU… AI 데이터센터 구축 협력",조세금융신문 | FA저널,"카카오의 AI 인프라 투자 및 파트너십 전략 수립에 대한 시사점을 제공하며, 대규모 AI 모델 개발 및 운영을 위한 자본 투자의 중요성을 강조합니다. / 카카오의 AI 서비스 확장을 위한 데이터센터 구축 및 운영 전략 수립에 참고 자료로 활용될 수 있으며, 관련 기업과의 협력 가능성을 탐색하는 데 도움이 됩니다.",AI 인프라 구축에 대한 대규모 투자는 카카오의 AI 사업 경쟁력 확보에 중요한 참고 자료가 됩니다. / v23_category_reassign:industry_item_is_competitor_issue / AI 데이터센터 구축 동향은 카카오의 AI 서비스 확장을 위한 인프라 전략 수립에 직접적인 영향을 미칩니다. / v23_guardrail_fail:simple_mou_pr_or_low_materiality,False,False
I037,디지털자산기본법 입법 지연과 금융권 움직임,디지털 자산 법제화,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,165.5,3,2,1,1,872,872,디지털자산기본법 입법 지연 불구 금융사들 선점 나선 이유는[엠블록레터],매일경제 마켓,디지털자산기본법 입법 지연에도 불구하고 금융사들이 관련 시장 선점에 나서는 움직임은 향후 카카오의 디지털 자산 사업 전략 수립 및 경쟁 환경 예측에 중요한 정보가 될 수 있습니다.,"디지털자산기본법 입법 지연 속에서 금융권의 움직임을 다루는 기사로, 카카오의 디지털 자산 관련 사업 전략에 대한 시사점을 제공합니다. 'GOV_DIGITAL_FINANCE_POLICY'로 분류합니다.",False,False
I038,JP모건 CEO의 스테이블코인 규제론 반박,스테이블코인 규제,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,165.5,3,2,1,1,834,834,"피터 쉬프, JP모건 CEO 스테이블코인 규제론 저격...""말도 안 된다""",코인리더스,JP모건 CEO의 스테이블코인 규제론에 대한 반박은 스테이블코인 관련 글로벌 규제 동향 및 시장 참여자들의 의견을 파악하는 데 중요한 정보가 될 수 있습니다.,스테이블코인 관련 금융 시장의 중요한 논의를 다루므로 'GOV_DIGITAL_FINANCE_POLICY'로 분류합니다. 카카오의 디지털 금융 사업과 관련될 수 있습니다. / v23_category_reassign:government_without_policy_basis,False,False
I039,스테이블코인 활용 결제와 카드업계 대응,스테이블코인 활용 결제,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,165.5,3,2,1,1,1610,1610,스테이블코인 활용 결제…선제 대응 나선 카드업계,서울경제TV,카드업계의 스테이블코인 활용 결제 선제 대응은 향후 디지털 결제 시장의 변화와 카카오의 결제 사업 전략에 대한 참고 자료가 됩니다.,스테이블코인 활용 결제 동향 및 카드업계의 대응은 카카오의 디지털 결제 사업과 관련될 수 있는 중요한 금융 정책 이슈이므로 'GOV_DIGITAL_FINANCE_POLICY'로 분류합니다. / v23_category_reassign:government_without_policy_basis,False,False
I040,쿠팡 개인정보 유출 관련 과징금 부과,개인정보 보호 규제,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,164.0,1,1,1,24,543,"543,572,540,562,541,566,561,565,544,974","개인정보위, 내일 쿠팡 제재안 심의…역대 최대 과징금 나오나 | 개인정보위, 10일 쿠팡 제재안 심의…과징금 수위 주목 | '정보유출' 쿠팡, 1兆대 과징금 처분 임박 | 1조원 대 과징금 맞을까…'개인정보 유출' 쿠팡, 오늘 운명의 날 | 쿠팡 개인정보 유출 제재 내일 심의…역대 최대 과징금 촉각",연합뉴스 | 전자신문 | 한국경제 | 뉴스1 | 뉴시스,"개인정보위가 내일 쿠팡 제재안을 심의하며, 역대 최대 과징금이 나올지에 대한 관심이 높음. / 개인정보위가 10일 쿠팡 제재안을 심의하며, 과징금 수위에 대한 관심이 집중됨. / 쿠팡의 개인정보 유출에 대한 1조 원대 과징금 처분이 임박함에 따라, 관련 기업들은 향후 규제 강화에 대비해야 함. / 쿠팡의 개인정보 유출 사고에 대한 과징금 결정이 오늘 내려지며, 역대 최대 규모의 과징금이 부과될 수 있어 관련 기업들에게 참고 사례가 될 것임. / 쿠팡의 개인정보 유출 제재안 심의가 내일 진행되며, 역대 최대 규모의 과징금이 부과될 가능성에 업계의 이목이 집중됨. / 쿠","경쟁사인 쿠팡의 개인정보 유출 및 과징금 부과 소식으로, 플랫폼 사업자 전반에 대한 개인정보 보호 규제 강화 추세를 보여줌. / 경쟁사인 쿠팡의 개인정보 유출 및 과징금 부과 소식으로, 플랫폼 사업자 전반에 대한 개인정보 보호 규제 강화 추세를 보여줌. / v23_category_reassign:government_without_policy_basis / 경쟁사인 쿠팡의 개인정보 유출 및 관련 이슈로, 플랫폼 사업자 전반에 대한 개인정보 보호 규제 강화 추세를 보여줌.",False,False
I041,플랫폼 해외 진출 전략,플랫폼 사업 전략,INDUSTRY_STRUCTURAL_CHANGE,경쟁사_해외이슈,,,,mixed,163.5,2,2,1,1,3158,3158,"KG그룹, 5년간 순이익 50% 주주환원…“케이카 플랫폼은 해외로”",CEO스코어데일리,"카카오의 플랫폼 사업 해외 진출 전략 수립 시, 해외 시장의 특성 및 경쟁 환경을 고려하는 데 참고 자료로 활용될 수 있습니다.",플랫폼 사업의 해외 진출 전략 변화는 카카오의 글로벌 사업 확장 계획 수립에 직접적인 영향을 미칩니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I042,쿠팡 기만 광고 관련 과징금 부과,플랫폼 규제,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,163.0,1,1,1,6,796,"796,794,734,773,663,634","공정위, 쿠팡 ‘와우회원가’ 기만광고에 과징금 최고액 5억 부과 | 공정위, 쿠팡 ‘와우회원가’ 기만광고에 과징금 5억원 | ""와우회원 싸네?"" 봤더니 '가짜광고'…공정위, 쿠팡에 과징금 5억 - 머니투데이 | 쿠팡, ""와우회원가"" 기만광고 기간에 회원 450만↑…과징금 5억 그친 배경은 | 쿠팡 '와우회원가' 기만광고 제재…공정위, 과징금 최고액 5억원 부과",마이데일리 | 지디넷코리아 | 머니투데이 | 뉴시스 | 네이트,"공정거래위원회가 쿠팡의 '와우회원가' 기만 광고에 대해 최고액인 5억 원의 과징금을 부과함에 따라, 유사 광고에 대한 주의가 필요함. / 공정거래위원회가 쿠팡의 '와우회원가' 기만 광고에 대해 과징금 5억 원을 부과함에 따라, 유사 광고에 대한 주의가 필요함. / 쿠팡의 '가짜광고'에 대해 공정거래위원회가 과징금 5억 원을 부과함에 따라, 유사 광고에 대한 주의가 필요함. / 쿠팡이 '와우회원가' 기만 광고 기간 동안 회원 수를 늘렸음에도 과징금이 5억 원에 그친 배경에 대한 분석이 나오고 있음. / 공정거래위원회가 쿠팡의 '와우회원가' 기만 광고에 대해 과징금 최고","경쟁사인 쿠팡의 기만 광고 제재 소식으로, 플랫폼 광고 시장의 규제 동향을 파악하는 데 중요함.",False,False
I043,글로벌 AI 시장 규모 전망,AI 시장 전망,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,overseas,160.5,2,2,1,1,3086,3086,"HSBC, 2030년까지 AI 시장 규모 전망 상향 조정",Investing.com 한국어,"카카오의 AI 사업 투자 및 R&D 전략 수립에 대한 거시적 관점의 정보를 제공하며, 글로벌 AI 시장 성장에 따른 기회와 위협을 예측하는 데 도움이 됩니다.",글로벌 AI 시장의 성장 전망은 카카오의 AI 사업 투자 및 전략 수립에 중요한 참고 자료가 됩니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I044,쿠팡 와우회원가 기만 광고 및 개인정보 유출 제재,쿠팡_규제_제재,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,158.5,2,2,3,1,809,809,[이슈 콕] 쿠팡 얄팍한 상술 ‘와우 회원가’ 공정위 철퇴…정보유출 사태 내일 최악 과징금 예고,이슈인팩트,"쿠팡의 기만 광고 및 개인정보 유출에 대한 공정위 및 개인정보위의 제재는 카카오 또한 유사한 문제 발생 시 받을 수 있는 규제 리스크를 시사합니다. 특히, 정보 유출 관련 제재는 높은 과징금 부과 가능성을 보여주므로 주의해야 합니다.",쿠팡에 대한 기만 광고 및 개인정보 유출 관련 규제 제재는 카카오의 규제 리스크 관리에 중요한 참고가 됩니다.,False,False
I045,AI 기업 아시아 거점 확보,AI 아시아 거점,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,overseas,157.5,2,2,1,1,3087,3087,"뉴럴컨셉, APAC 첫 거점으로 한국 낙점… “AI 네이티브의 첫 아시아 승부수“",FA저널,"카카오의 AI 사업 확장 전략 수립에 있어 아시아 시장의 중요성을 강조하며, 글로벌 AI 기업들의 시장 진출 동향을 파악하는 데 도움이 됩니다.",글로벌 AI 기업들의 아시아 시장 진출 동향은 카카오의 AI 사업 경쟁 환경 및 전략 수립에 중요한 참고 자료가 됩니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I046,AI 기업 경쟁 동향,AI 기업 실적,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,overseas,156.5,2,2,1,1,2602,2602,[슈퍼 IPO] 앤스로픽 대해부 ⑦매출·수익성 모두 오픈AI 앞질렀다,네이버 프리미엄콘텐츠,"카카오의 AI 서비스 개발 및 투자 전략에 대한 경쟁사의 실적 및 수익성 분석 정보를 제공하며, 투자 및 사업 방향 결정에 참고 자료로 활용될 수 있습니다.",AI 경쟁사의 실적 분석은 카카오의 AI 사업 전략 수립에 중요한 참고 자료가 됩니다.,False,False
I047,배달앱 '최혜대우' 조항 관련 규제,플랫폼 규제,GOV_PLATFORM_REGULATION,정부_국회,,GOV_PLATFORM_MARKET_RULE,COMP_DOMESTIC_DIRECT_RISK,domestic,155.5,1,1,1,1,625,625,"배민·쿠팡이츠, 공정위 제재 임박…‘최혜대우’ 쟁점 부상, ‘동의의결’ 받아들여질까",CEO스코어데일리,"배민·쿠팡이츠가 공정위 제재를 앞두고 있으며, '최혜대우' 조항이 쟁점으로 부상하고 '동의의결' 여부가 주목됨.","경쟁사인 배달 플랫폼 규제 소식으로, 카카오의 플랫폼 사업 및 규제 대응에 대한 시사점이 있음.",False,False
I048,"특금법 개정안, 1000만원 넘는 가상자산 거래 보고",특금법_시행령_개정,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,155.5,2,2,2,1,3181,3181,“1000만원 넘는 거래 모두 보고”…특금법 개정안에 가상자산업계 ‘긴장’,쿠키뉴스,"특금법 시행령 개정으로 1000만원이 넘는 가상자산 거래 시 보고 의무가 생김에 따라, 카카오페이 등 카카오의 핀테크 서비스가 연관될 경우 관련 규제 준수 사항을 면밀히 검토해야 합니다. 이는 잠재적인 사업 영향 또는 협력 방안 모색의 필요성을 시사합니다.",특금법 개정으로 인한 가상자산 거래 보고 의무 강화는 카카오페이 등 핀테크 사업에 영향을 줄 수 있어 관련 동향 파악이 필요합니다.,False,False
I049,플랫폼 사업자 인수합병 및 생태계 전반 규제,플랫폼 생태계 규제,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,GOV_PLATFORM_MARKET_RULE,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,155.5,1,1,1,1,690,690,"우버, 배민·카모 인수설...주병기 공정위 ""플랫폼 생태계 전반 살필 것""",지디넷코리아,"공정위가 우버의 배달의민족, 카카오모빌리티 인수설 관련 플랫폼 생태계 전반을 살피겠다는 발언은 카카오와 같은 주요 플랫폼 사업자들의 M&A 및 사업 확장 전략에 대한 규제 환경 변화를 시사합니다.",공정위의 플랫폼 생태계 전반에 대한 규제 강화 움직임은 카카오와 같은 주요 플랫폼 사업자의 경영 및 사업 전략에 직접적인 영향을 줄 수 있습니다. / v23_category_reassign:government_without_policy_basis,False,False
I050,쿠팡 와우회원가 기만 광고 제재,기만 광고 제재,COMPETITOR_PLATFORM_RISK,정부_국회,,,COMP_DOMESTIC_DIRECT_RISK,domestic,155.5,2,1,1,1,2303,2303,“와우회원 가격이 가장 싼 게 아니었어?”…‘기만 광고’ 쿠팡에 과징금 5억,매일경제,쿠팡의 '기만 광고'에 대한 과징금 부과는 플랫폼 사업자의 광고 규제 준수 의무 및 소비자 기만 행위에 대한 정부의 엄격한 관리 의지를 보여줍니다.,"쿠팡의 '기만 광고'에 대한 공정위의 과징금 부과는 플랫폼 사업자의 광고 규제와 관련된 중요한 이슈이므로 'GOV_PLATFORM_OBLIGATION'으로 분류하고, 경쟁사 이슈로도 중요하여 'COMP_DOMESTIC_DIRECT_RISK'를 추가합니다. '정부_국회'로 분류되었으나, 실제로는 공정위의 발표에 관한 기사이므로 'GOV_PLATFORM_OBLIGATION'에 더 적합합니다.",False,False
I051,빅테크 AI 규제 강화,AI 규제,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_OVERSEAS_REGULATION_DATA,overseas,154.0,2,2,1,2,2538,"2538,2889","AI 공개한 애플, ""보안·프라이버시 최우선"" 강조...강화되는 빅테크 규제 의식 | 애플, 규제 준수 문제로 EU에 새로운 Siri AI 출시 안 해 - 대변인",조선일보 | Investing.com 한국어,"카카오 AI 서비스의 보안 및 프라이버시 강화 방향 설정에 대한 시사점을 제공하며, 향후 AI 규제 강화 추세에 대한 대비를 촉구합니다. / 카카오의 AI 서비스 출시 및 운영 시 규제 준수의 중요성을 강조하며, 유럽 시장 등 특정 지역의 규제 환경 변화에 대한 대비를 촉구합니다.",글로벌 빅테크의 AI 규제 강화 움직임은 카카오의 AI 서비스 개발 및 운영 전략에 직접적인 영향을 미칠 수 있습니다. / 글로벌 AI 규제 환경 변화 및 빅테크의 대응 사례는 카카오의 글로벌 사업 전략에 직접적인 영향을 미칩니다.,False,False
I052,글로벌 가상자산 거래소 OKX의 코인원 인수,가상자산 거래소,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,COMP_OVERSEAS_MARKET_SIGNAL,overseas,152.5,3,2,1,1,3188,3188,"""은행 계좌, 머지않아 필요 없어진다""… 코인원 품은 글로벌 가상자산 거래소 OKX 창업자",조선일보,글로벌 가상자산 거래소 OKX가 국내 코인원을 인수한 사례는 국내 가상자산 시장에 대한 해외 기업의 진출 및 영향력 확대 가능성을 보여줍니다.,글로벌 가상자산 거래소의 국내 시장 진출은 카카오의 디지털 자산 사업 전략에 대한 경쟁 환경 변화를 시사하므로 'COMP_OVERSEAS_MARKET_SIGNAL'로 분류합니다.,False,False
I053,챗GPT 보안 기능 강화,AI 보안 기능 강화,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_OVERSEAS_REGULATION_DATA,overseas,152.5,2,2,1,1,2669,2669,"오픈AI, 챗GPT에 보안 기능 확장...데이터 유출 방지· 로그인 세션 관리도 추가",디지털투데이,"카카오 AI 서비스의 보안 기능 강화 필요성을 인지시키고, 데이터 유출 방지 및 세션 관리 등 구체적인 보안 강화 방안을 검토하는 데 참고가 됩니다.",AI 서비스의 보안 강화는 카카오의 AI 서비스 경쟁력 및 신뢰도에 직접적인 영향을 미치므로 주목해야 합니다.,False,False
I054,K-콘텐츠 사이버 공격 및 보안,사이버 공격,INDUSTRY_STRUCTURAL_CHANGE,경쟁사_해외이슈,,,,mixed,151.5,2,2,1,1,3137,3137,"K-콘텐츠 노린 사이버 공격 정교화…""보안은 IP 경쟁력""",네이트,"카카오의 콘텐츠 플랫폼 및 서비스 운영 시 사이버 공격에 대한 보안 강화 필요성을 인지시키고, IP 경쟁력 확보의 중요성을 강조합니다.",사이버 공격 동향 및 보안의 중요성 증대는 카카오의 콘텐츠 서비스 및 플랫폼 보안 강화 전략에 직접적인 영향을 미칩니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I055,소비자 보호 3법 시행령 및 과징금 고시 개정,소비자 보호 규제,GOV_PLATFORM_REGULATION,정부_국회,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,,other,149.0,1,1,1,2,760,"760,628","‘뒷광고·상습 바가지’ 과징금 폭탄 맞는다…공정위, 소비자3법 시행령 개정 | 공정위, 소비자 보호를 위한 3개 법률 시행령 및 과징금 고시 개정",v.daum.net | 경남열린신문,"소비자 3법 시행령 개정으로 '뒷광고' 및 '상습 바가지'에 대한 과징금이 대폭 강화될 예정이므로, 관련 사업자들의 주의가 필요함. / 공정거래위원회가 소비자 보호를 위한 3개 법률의 시행령 및 과징금 고시를 개정함에 따라, 관련 사업자들의 주의가 요구됨.","소비자 보호 관련 법규 및 제재 변화에 대한 뉴스로, 카카오의 사업 운영 및 소비자 정책 수립에 참고할 수 있음.",False,False
I056,증권사 퇴직연금 플랫폼 경쟁,플랫폼 기반 사업,INDUSTRY_STRUCTURAL_CHANGE,경쟁사_해외이슈,,,,mixed,147.5,2,2,1,1,3141,3141,증권사 퇴직연금 격전 2막···플랫폼 앞세운 키움증권 '영토 확장',여성경제신문,"카카오의 금융 서비스, 특히 퇴직연금 등 금융 상품 관련 플랫폼 전략 수립 시, 경쟁사의 성공 사례 및 차별화 전략을 참고하는 데 도움이 됩니다.",금융 플랫폼 경쟁 환경 변화는 카카오페이의 사업 전략 수립에 직접적인 영향을 미칠 수 있습니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I057,AI 개발 공급망 리스크,AI 보안,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,146.5,2,2,1,1,2695,2695,"MS, 연이은 오픈소스 해킹 피해 … AI 개발 공급망 리스크 부각 [AI 인포그래픽]",디지털데일리,"카카오의 AI 개발 및 운영 과정에서 발생할 수 있는 오픈소스 보안 취약점 및 공급망 리스크에 대한 경각심을 높이고, 보안 강화 방안 마련의 필요성을 시사합니다.",AI 개발 공급망의 보안 리스크는 카카오의 AI 서비스 안정성에 직접적인 영향을 미치므로 주목해야 합니다.,False,False
I058,AI 기업 지분 및 소유권 논란,AI 소유권 및 규제,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,146.5,2,2,1,1,2667,2667,"""오픈AI·앤트로픽 지분 절반은 국민 것""…美 뒤흔든 초대형 법안 나왔다",디지털투데이,"카카오 AI 서비스 개발 및 활용에 있어 데이터 및 기술의 '공공성' 또는 '사회적 기여' 측면을 고려해야 한다는 시사점을 제공하며, 향후 AI 관련 법제화 논의에 대한 관심을 요구합니다.",AI 기술의 소유권 및 공공성에 대한 논의는 향후 AI 산업 규제에 중요한 영향을 미칠 수 있으므로 카카오의 AI 전략에 참고해야 합니다.,False,False
I059,오픈AI 투자 및 파트너십 변화,AI 기업 투자 및 파트너십,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,146.5,2,2,1,1,2561,2561,"오라클, 오픈AI 비공개 상장 신청에 따른 파트너십 재조정 우려에 주가 3%↓",마켓인,"카카오의 AI 기술 개발 및 투자 파트너십 전략 수립에 대한 시사점을 제공하며, 대형 클라우드 사업자와의 관계 구축 및 조정의 중요성을 강조합니다.",AI 기업 간 투자 및 파트너십 변화는 카카오의 AI 생태계 전략 수립에 중요한 참고 자료가 됩니다.,False,False
I060,구글 노트북LM에 제미나이 3.5 적용,AI 플랫폼 기능 강화,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,134.0,1,1,1,2,2527,"2527,2530","구글, 노트북LM에 제미나이 3.5 적용…AI 연구 기능 대폭 강화 | 구글, 노트북LM에 제미나이 3.5 적용…AI 연구 기능 대폭 강화",네이트 | 디지털투데이,구글이 노트북LM에 최신 AI 모델인 제미나이 3.5를 적용하여 AI 연구 기능 강화에 나선 것은 글로벌 AI 플랫폼 경쟁의 심화 및 기술 발전 속도를 보여줍니다.,구글의 AI 플랫폼 기능 강화 소식은 카카오의 AI 사업 전략에 중요한 경쟁 및 기술 동향 정보를 제공하므로 'COMP_OVERSEAS_PLATFORM_AI'로 분류합니다. 동시에 AI 정책 환경 변화와도 관련될 수 있어 'GOV_AI_CORE_POLICY'를 참고합니다.,False,False
I061,카카오뱅크 글로벌본부장 선임,인사/조직,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,133.5,2,2,1,5,60,"60,165,158,99,144","카카오뱅크, 글로벌본부장에 김우주 전 기아 전무 선임 | 카카오뱅크, 글로벌본부장에 김우주 전 기아 전무 선임 | 카카오뱅크, 글로벌본부장에 김우주 전 기아 전무 선임 | 카카오뱅크, 글로벌에 힘 싣는다…글로벌본부장에 김우주 전 기아 전무 선임 | 카카오뱅크, 글로벌본부장에 김우주 전 기아 전무 선임",연합뉴스 | 한국경제 | 뉴시스 | 데일리한국 | 프라임경제,"카카오뱅크가 글로벌본부장에 김우주 전 기아 전무를 선임했다. / 카카오뱅크가 글로벌 사업 강화에 힘쓰며, 글로벌본부장에 김우주 전 기아 전무를 선임했다.","카카오뱅크의 인사 이동으로, 낮은 중요도의 운영 관련 참고 사항이다.",False,False
I062,KISA AI 기반 보이스피싱 공동 대응 플랫폼 구축 사업,AI_보안,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,other,133.5,1,1,2,1,491,491,"엑셈, KISA ‘AI 기반 보이스피싱 공동 대응 플랫폼 구축’ 사업 수주",koreasprint.com,"AI 기반 보이스피싱 공동 대응 플랫폼 구축 사업은 카카오의 AI 기술을 활용한 사회 문제 해결 및 공공 안전 기여 가능성을 보여주는 사례이며, 관련 기술 동향 및 협력 가능성을 주시할 필요가 있습니다.",KISA의 AI 기반 보이스피싱 공동 대응 플랫폼 구축 사업은 카카오의 AI 기술 활용 가능성과 정부의 AI 정책 방향을 보여주므로 관련 동향 파악이 필요합니다. / v23_category_reassign:government_without_policy_basis,False,False
I063,반복 법 위반 기업 과징금 최대 2배,과징금 규제 강화,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,GOV_REGULATORY_ENFORCEMENT,,other,133.5,2,1,1,1,695,695,반복 법 위반 기업 과징금 최대 2배로…공정위 소비자 3법 제재 강화,전자신문,"반복 법 위반 기업에 대한 과징금 상향은 공정거래법상의 제재 수준을 높여, 카카오를 포함한 기업들의 법규 준수 의무를 더욱 강조하는 효과가 있습니다.",반복 법 위반 기업에 대한 과징금 상향은 공정위의 규제 강화 움직임을 보여주므로 'GOV_REGULATORY_ENFORCEMENT'로 분류합니다. 소비자 3법 제재 강화와 관련되므로 'GOV_PLATFORM_OBLIGATION'과 유사하게 볼 수 있습니다. / v23_category_reassign:government_without_policy_basis,False,False
I064,상습적 허위-과장 광고 과징금 최대 2배,과징금 규제 강화,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,,other,133.5,2,1,1,1,719,719,‘상습적 허위-과장 광고’ 과징금 최대 2배로,동아일보,"상습적 허위·과장 광고에 대한 과징금 상향은 플랫폼 사업자의 광고 집행에 대한 규제 강화로, 카카오의 광고 관련 서비스 운영에 영향을 줄 수 있습니다.",허위·과장 광고에 대한 과징금 상향은 공정위의 규제 강화 움직임을 보여주므로 'GOV_REGULATORY_ENFORCEMENT'로 분류합니다. 이는 플랫폼의 광고 운영과 직접적으로 관련됩니다.,False,False
I065,소비자 보호 3개 법률 시행령 및 과징금고시 개정,소비자 보호 법규 개정,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,GOV_REGULATORY_ENFORCEMENT,,other,133.5,2,1,1,1,660,660,"공정위, 소비자 보호 3개 법률 시행령 및 과징금고시 개정",intn.co.kr,"소비자 보호 3개 법률 시행령 및 과징금 고시 개정은 플랫폼 사업자의 소비자 관련 규제 준수 의무를 강화하며, 카카오의 서비스 운영에도 영향을 미칩니다.",소비자 보호 3개 법률 시행령 및 과징금 고시 개정은 공정위의 소비자 관련 규제 강화 움직임을 보여주므로 'GOV_REGULATORY_ENFORCEMENT'로 분류합니다. 이는 플랫폼 사업자의 소비자 관련 의무와 직결됩니다. / v23_category_reassign:government_without_policy_basis,False,False
