id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
380,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"'역대 최대 실적' 카카오…카톡 AI 비서, 쿠팡이츠 품는다",역대 최대 실적 카카오 카톡 ai 비서 쿠팡이츠 품는다,네이트,네이트,"Thu, 06 Aug 2026 05:05:00 GMT","'역대 최대 실적' 카카오…카톡 AI 비서, 쿠팡이츠 품는다 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5ISGdacUpZN1lMWTBnUDdwLWZ5VDNqTVl6bUxRSWJsQkFwbmVUQnlpOTFqSzBsSzN2ME9vdERBbHMwZ2tPa2tnaWRYWVEyb3ptNjZkb2xxcjFZYTRMdWZvNg?oc=5,google_rss_카카오톡 AI when:2d,99.8,69.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,"카카오,카카오서비스,카카오톡,쿠팡",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:kakao:delivery_app_fee_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,coupang,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,global_incident:platform_regulation:kakao:delivery_app_fee_policy:general,global_incident:platform_regulation:kakao:delivery_app_fee_policy,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,global_incident:platform_regulation:kakao:delivery_app_fee_policy,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,global_incident:platform_regulation:kakao:delivery_app_fee_policy,self_direct_risk,,,,
399,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,카카오 역대 최대 실적…카톡 '쿠팡이츠 연동·AI 비서 강화',카카오 역대 최대 실적 카톡 쿠팡이츠 연동 ai 비서 강화,네이트,네이트,"Thu, 06 Aug 2026 05:05:00 GMT",카카오 역대 최대 실적…카톡 '쿠팡이츠 연동·AI 비서 강화' 네이트,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5hX003b09nWmRIYVUxYnlOMjVKME9wOXk3aXNGY1hOUTM4V05PZmFGY3lWM1NaaU1NZW1aaFhpMzdpTlpOX3pRSDl3dkc0WGV4Y3NCWUtoRkFPc3Jfc1MwSQ?oc=5,google_rss_카카오톡 카카오 조직개편 when:2d,99.8,69.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,"카카오,카카오서비스,카카오톡,쿠팡",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:kakao:delivery_app_fee_policy,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,coupang,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,global_incident:platform_regulation:kakao:delivery_app_fee_policy:general,global_incident:platform_regulation:kakao:delivery_app_fee_policy,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,global_incident:platform_regulation:kakao:delivery_app_fee_policy,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,global_incident:platform_regulation:kakao:delivery_app_fee_policy,self_direct_risk,,,,
2277,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, 상품 비교·리뷰 요약에 AI 적용…쇼핑 편의성 강화",쿠팡 상품 비교 리뷰 요약에 ai 적용 쇼핑 편의성 강화,플래텀(Platum),플래텀(Platum),"Thu, 06 Aug 2026 23:52:42 GMT","쿠팡, 상품 비교·리뷰 요약에 AI 적용…쇼핑 편의성 강화 플래텀(Platum)",https://news.google.com/rss/articles/CBMiSEFVX3lxTE8xU1I5ejQ4V1BRSXFvS2U1OWhsVXNJeE5EWFVNXzBpX1dkWkJORDVNX0tHYVRXZnljaktWcEhTcVhDZkV6dmNFNw?oc=5,google_rss_쿠팡 when:2d,97.0,72.0,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,쿠팡,,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,business_change,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,coupang,97.0,"ai_infrastructure_security,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation:general,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,comp_domestic_ai_platform,,,,
1974,경쟁사/해외이슈,경쟁사_해외이슈,네이버,아직 시행 전인데 시장은 멈췄다…세제개편 앞둔 반포4동 매물 ‘실종’,아직 시행 전인데 시장은 멈췄다 세제개편 앞둔 반포4동 매물 실종,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Thu, 06 Aug 2026 08:08:00 GMT",아직 시행 전인데 시장은 멈췄다…세제개편 앞둔 반포4동 매물 ‘실종’ 네이버 프리미엄콘텐츠,https://news.google.com/rss/articles/CBMigwFBVV95cUxNWUViMldhMFhGT1ZBRkpaUWsxMUJyb3NWRTZZNDhjcm1FWVZDcTJleUo3R3p3ZzFKUVc1QXl3cmQ4MFVpS0g2RFBHZXEzWC0xLXNveE1Ob25lTjFGWjhkemRSbGY1WnBvR2tLaUJFWmJqbkxNeTdmWkx3RFp1OEgyUnBOYw?oc=5,google_rss_네이버 규제 when:2d,95.5,67.5,platform_obligation,platform_obligation,네이버,brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:naver:platform_content_moderation_obligation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,naver,95.5,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:naver:platform_content_moderation_obligation:policy_change,global_incident:platform_regulation:naver:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:platform_regulation:naver:platform_content_moderation_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_content_moderation_obligation,comp_domestic_strategy,,,,
3248,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"대법원에 막힌 트럼프, ‘원정출산 아기 시민권 금지’ 재도전",대법원에 막힌 트럼프 원정출산 아기 시민권 금지 재도전,경북매일,경북매일,"Thu, 06 Aug 2026 21:00:00 GMT","대법원에 막힌 트럼프, ‘원정출산 아기 시민권 금지’ 재도전 경북매일",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1hUW85UjN6aEI1TlNnaDRVR19qWUk1ajNYbHVqVDgxTDV6Yzh6Z2s0NUIyZHFENldYQWNnZzRyNmlETnduNUFqUXNhU20wX0N1TTBmUTN1NG5pQQ?oc=5,google_rss_트럼프 행정부 when:2d,95.0,4.0,,,,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,unknown,95.0,,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:대법원에 막힌 트럼프 원정출산 아기 시민권 금지 재도전,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,Y,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:대법원에 막힌 트럼프 원정출산 아기 시민권 금지 재도전,government_general_low_relevance,,,,
2362,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, AI 쇼핑 기능 강화…상품 비교부터 리뷰 요약까지",쿠팡 ai 쇼핑 기능 강화 상품 비교부터 리뷰 요약까지,네이트,네이트,"Thu, 06 Aug 2026 23:56:00 GMT","쿠팡, AI 쇼핑 기능 강화…상품 비교부터 리뷰 요약까지 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE8zd21LMTc5ZTZvd3ZLd0FYMWtuTWNuUVAwVTBFQXBveGg1THZIT1dXTDA1YjFFZkh6dVpUOE5Eak1ucGlXNl9tN3F0cWlMYUhwcC14d3Z4ZTN1b1k3MHgtMA?oc=5,google_rss_쿠팡 AI when:2d,94.0,51.0,ai_infrastructure_security,ai_infrastructure_security,쿠팡,,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,business_change,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,coupang,94.0,ai_infrastructure_security,competitor:platform_obligation,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation:general,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,comp_domestic_ai_platform,,,,
2297,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, AI 쇼핑 기능 강화…상품 비교·리뷰 요약 - 조선비즈",쿠팡 ai 쇼핑 기능 강화 상품 비교 리뷰 요약,Chosunbiz,Chosunbiz,"Fri, 07 Aug 2026 00:26:00 GMT","쿠팡, AI 쇼핑 기능 강화…상품 비교·리뷰 요약 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMingFBVV95cUxQeU91Ykd1YmRHM3RTTTVOQTdlWnlXV3ZPaTZxSGdndE80QXBXbktYMTZaRTVHbW1mSC1JbldVQzVUNW5tQ0V4VzFhOWctYzNWRHUyNjlZaDYtdHZDeG1Yd1hFQ2xXaTVReEpSc2xiSVZLUnViUnF1YTJXYXgtQUx6UG02TEhkRHE0UVh2UzJuN21Ea0x3MnZyeVRWaWl1Z9IBngFBVV95cUxQeU91Ykd1YmRHM3RTTTVOQTdlWnlXV3ZPaTZxSGdndE80QXBXbktYMTZaRTVHbW1mSC1JbldVQzVUNW5tQ0V4VzFhOWctYzNWRHUyNjlZaDYtdHZDeG1Yd1hFQ2xXaTVReEpSc2xiSVZLUnViUnF1YTJXYXgtQUx6UG02TEhkRHE0UVh2UzJuN21Ea0x3MnZyeVRWaWl1Zw?oc=5,google_rss_쿠팡 when:2d,94.0,51.0,ai_infrastructure_security,ai_infrastructure_security,쿠팡,,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,business_change,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,coupang,94.0,ai_infrastructure_security,competitor:platform_obligation,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation:general,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,comp_domestic_ai_platform,,,,
3469,산업동향,산업동향,인공지능 산업 동향,"구광모 LG 회장, 다음 주 엔비디아 본사 방문…젠슨 황과 AI 협력 논의",구광모 lg 회장 다음 주 엔비디아 본사 방문 젠슨 황과 ai 협력 논의,entv.kr,entv.kr,"Thu, 06 Aug 2026 09:59:05 GMT","구광모 LG 회장, 다음 주 엔비디아 본사 방문…젠슨 황과 AI 협력 논의 entv.kr",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9UV3hWZk5MSjlVelIyMFNOVXFtVlBTRmt2em1hUWNyNF9wbVNGeUp3UG5LS0RuNi0yLWNOR1lFQzdXdEt6azlHbjBVM1VwZW1RTjBmMDZTbnBXUzg3bElqOXYzMXU?oc=5,google_rss_인공지능 산업 동향 when:2d,90.5,9.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,90.5,ai_infrastructure_security,self:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:구광모 lg 회장 다음 주 엔비디아 본사 방문 젠슨 황과 ai 협력 논의,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:구광모 lg 회장 다음 주 엔비디아 본사 방문 젠슨 황과 ai 협력 논의,comp_overseas_platform_ai,,,,
56,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, AI 인프라 대신 B2C…""GPU 세대교체 빨라 ROI 안 나와"" - 머니투데이",카카오 ai 인프라 대신 b2c gpu 세대교체 빨라 roi 안 나와,머니투데이,머니투데이,"Thu, 06 Aug 2026 06:18:11 GMT","카카오, AI 인프라 대신 B2C…""GPU 세대교체 빨라 ROI 안 나와"" - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE5sSDZYVUFuQmk3RFNQcjRaTm5QYjk5TVJiOXVmTEpZN3JwS3A1U0NHQlVqMzBBRE9QWm0zWEpiRURqRmtRX2V0VGRrQl9peEkxMGRIaW5sQUNiMlZ0WnV0MkNQdmpzQjVSY2k5MdIBbEFVX3lxTE5sSDZYVUFuQmk3RFNQcjRaTm5QYjk5TVJiOXVmTEpZN3JwS3A1U0NHQlVqMzBBRE9QWm0zWEpiRURqRmtRX2V0VGRrQl9peEkxMGRIaW5sQUNiMlZ0WnV0MkNQdmpzQjVSY2k5MQ?oc=5,google_rss_카카오 when:2d,83.3,39.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,카카오,,,,,,,general,14.0,published_yesterday,business_change,global_incident:leadership_service:kakao:executive_change,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,ai_infra_company,83.3,ai_infrastructure_security,self:ai_strategy,global_incident:leadership_service:kakao:executive_change:executive_or_org_change,global_incident:leadership_service:kakao:executive_change,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,국가 AI 인프라/AIDC/GPU 정책,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨,local_low_confidence,DIRECT_RISK,,,other,,,국가 AI 인프라/AIDC/GPU 정책,self_direct_risk,,,,
3506,산업동향,산업동향,플랫폼 시장점유율,"""세계 소버린AI 92%가 엔비디아 종속 '역설'…韓은 다변화 시도""",세계 소버린ai 92 가 엔비디아 종속 역설 은 다변화 시도,연합뉴스,연합뉴스,"Wed, 05 Aug 2026 22:57:24 GMT","""세계 소버린AI 92%가 엔비디아 종속 '역설'…韓은 다변화 시도"" 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5WSE4wMlZ5MF9RekQwczd4NWkzRW5VQlhGN1F1bEVXazBfYWF1R3FEZy16YTFYajRDdHZKdmVwZzNGRUQ4bUl1RkVmQkpoSEtRS2Mwbm44a0pCSzVBbzhoa9IBYEFVX3lxTE5WSE4wMlZ5MF9RekQwczd4NWkzRW5VQlhGN1F1bEVXazBfYWF1R3FEZy16YTFYajRDdHZKdmVwZzNGRUQ4bUl1RkVmQkpoSEtRS2Mwbm44a0pCSzVBbzhoaw?oc=5,google_rss_플랫폼 시장점유율 when:2d,78.5,9.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,78.5,"market_power_platform,ai_infrastructure_security",industry:ai_infrastructure,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:세계 소버린ai 92 가 엔비디아 종속 역설 은 다변화 시도,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:세계 소버린ai 92 가 엔비디아 종속 역설 은 다변화 시도,comp_overseas_regulation_data,,,,
3505,산업동향,산업동향,플랫폼 시장점유율,"코인원은 한투·OKX, 코빗은 미래에셋…중소 거래소 ‘금융 동맹’ 승부수",코인원은 한투 okx 코빗은 미래에셋 중소 거래소 금융 동맹 승부수,CEO스코어데일리,CEO스코어데일리,"Thu, 06 Aug 2026 22:00:00 GMT","코인원은 한투·OKX, 코빗은 미래에셋…중소 거래소 ‘금융 동맹’ 승부수 CEO스코어데일리",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1ZbUFKQ19tR2loZzcyYmYtd1FLd2JuSklfUjA3ZHJiQmVVTmhfQzlGVllYSDhSb0E0andHTkIzOWFMU0dCVXJYTXMtcjduVTRMeDgtSEl4azF3SldUTnRObzdINHJWMk5T?oc=5,google_rss_플랫폼 시장점유율 when:2d,74.0,37.0,digital_asset_stablecoin,digital_asset_stablecoin,,v43_not_structural_industry,,,,,,general,24.0,published_today,general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,74.0,"market_power_platform,digital_asset_stablecoin",industry:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,산업동향,INDUSTRY_STRUCTURAL_CHANGE,industry_structural_change,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오 사업환경 이해에 필요한 산업 구조 변화,3,3,3,,,로컬 보조 라벨,local_low_confidence,,,,other,,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,industry_structural_change,,,,
3450,산업동향,산업동향,인공지능 산업 동향,"포항테크노파크, 글로벌 AI 협력 본격화···경북 피지컬AI 산업 생태계 조성",포항테크노파크 글로벌 ai 협력 본격화 경북 피지컬ai 산업 생태계 조성,프라임경제,프라임경제,"Thu, 06 Aug 2026 08:49:52 GMT","포항테크노파크, 글로벌 AI 협력 본격화···경북 피지컬AI 산업 생태계 조성 프라임경제",https://news.google.com/rss/articles/CBMibEFVX3lxTFA0TURuaVlES05VdWY3clBQUGtuY0lINEU0ZTNjUHlHQUJ0SXdGejk1R0dUQTFjdERaNnVPS2g0SWloZ0F5NHVvMjZhYTJaOWoxOV90WjNHT3pxY0RUWVhyczZvMVBKUmM5SWpKUA?oc=5,google_rss_인공지능 산업 동향 when:2d,57.5,9.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,57.5,ai_infrastructure_security,industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:포항테크노파크 글로벌 ai 협력 본격화 경북 피지컬ai 산업 생태계 조성,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:포항테크노파크 글로벌 ai 협력 본격화 경북 피지컬ai 산업 생태계 조성,government_ai_core_policy,,,,
1175,정부/국회,정부_국회,금융감독원,금감원 “미래에셋 스페이스X 검사 제재 미확정…’경영유의 가닥’ 보도 사실과 달라”,금감원 미래에셋 스페이스x 검사 제재 미확정 경영유의 가닥 보도 사실과 달라,파이낸셜투데이,파이낸셜투데이,"Fri, 07 Aug 2026 00:50:58 GMT",금감원 “미래에셋 스페이스X 검사 제재 미확정…’경영유의 가닥’ 보도 사실과 달라” 파이낸셜투데이,https://news.google.com/rss/articles/CBMiakFVX3lxTE1QNEwxVjdhMGlnZzZWekc4R2lvRjF6ZHlqYmxJb0xocmxDUHRiWDNoZlpqdlFqZjRQbXRPWkp2dGJOVGdOZVBNc2hBS2NDUElqR05Pd1g4YlNrNzJ4Tm1yS0hvWmNPZEFYTGfSAW5BVV95cUxOODZNWEw0Yl85ZjMzaE43WFFwTTlaWnAwWWhRcWVGRzlEYUl4Zy1XU1ROTjdOaHJMOTdsVHJobkoxWU13dF8zWWdVc0EwUUZUZDZ0UXgzanlhYnZaVUxOa3p0dEtCMmlpNTd3TnNqdw?oc=5,google_rss_금융감독원 when:2d,50.5,44.5,legal_regulatory_enforcement,legal_regulatory_enforcement,금감원,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,global_incident:platform_regulation:financial_authority:platform_operator_obligation,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,50.5,legal_regulatory_enforcement,government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_operator_obligation:policy_change,global_incident:platform_regulation:financial_authority:platform_operator_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,global_incident:platform_regulation:financial_authority:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:financial_authority:platform_operator_obligation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,
2502,경쟁사/해외이슈,경쟁사_해외이슈,토스,토스증권 누적 가입자 1000만명 돌파…'국민 5명 중 1명' 투자 플랫폼으로,토스증권 누적 가입자 1000만명 돌파 국민 5명 중 1명 투자 플랫폼으로,인사이트코리아,인사이트코리아,"Thu, 06 Aug 2026 08:39:49 GMT",토스증권 누적 가입자 1000만명 돌파…'국민 5명 중 1명' 투자 플랫폼으로 인사이트코리아,https://news.google.com/rss/articles/CBMic0FVX3lxTE93XzVOU3A4R2s0c1dPcVVVRlZ5RElmSzBEWmRrdVR3MXVhR2J6X3hfV0hIdU12TTZLSmxBNjY5RlZPV2trQkVXMDlXTXRONEZCT1dxNk84NG9GbHFfQUpoRTUtcV95eDJCNmJvcXJWdzQ2V2PSAXdBVV95cUxOcHZ3ZHIyQldYa29ERmo0SUpLT0FGYURlb1JPb2JFUGNpZ200SWJuSUFMRE9SNS1DUDBkOS05RHlxTzV5VVktd3pFTEVBZ1NpNTNtQnQycnhtdmVqN21tZ0YyVkF6VVpMaDRPWnd0RUZzem9Eb2t2UQ?oc=5,google_rss_토스 when:2d,49.5,11.0,market_power_platform,market_power_platform,토스,,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:toss:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,toss,49.5,market_power_platform,competitor:regulatory_enforcement,global_incident:platform_regulation:toss:platform_regulation:general,global_incident:platform_regulation:toss:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,global_incident:platform_regulation:toss:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:toss:platform_regulation,comp_domestic_finance_commerce,,,,
