issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude
I040,카카오뱅크 퇴직연금 시장 진입,금융 서비스,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,185.5,2,3,2,1,162,162,"카카오뱅크, 501조 퇴직연금 시장 진입 채비…AI 연금서비스 검토",MTN 머니투데이방송,"카카오뱅크의 501조 퇴직연금 시장 진입 채비 및 AI 연금 서비스 검토는 카카오 금융 서비스 확장 전략의 중요한 일환으로, 향후 사업 방향성에 대한 시사점을 줌.",카카오뱅크의 퇴직연금 시장 진출 및 AI 연금 서비스 검토는 그룹의 금융 서비스 확장 전략에 대한 중요한 시사점을 제공함.,False,False
I041,"카카오뱅크, 퇴직연금 시장 진입 및 AI 연금서비스 검토",금융_서비스_확장,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,185.5,2,3,2,1,18,18,"카카오뱅크, 501조 퇴직연금 시장 진입 채비…AI 연금서비스 검토",v.daum.net,"카카오뱅크의 퇴직연금 시장 진입 준비 및 AI 연금 서비스 검토는 금융 서비스 영역 확장을 위한 전략적 움직임으로, 향후 사업 모델 및 경쟁력 강화에 대한 시사점을 제공함.","카카오뱅크의 퇴직연금 시장 진출 및 AI 연금 서비스 검토는 새로운 성장 동력 확보 및 서비스 고도화 노력으로, 전략적 참고 가치가 높음.",False,False
I042,"핀테크·보안주 약세, 인터넷은행 테마 조정",핀테크_시장_동향,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,OFF_TOPIC,,other,183.0,4,4,4,1,1394,1394,핀테크·보안주까지 동반 약세… 인터넷은행 테마 조정 본격화,핀포인트뉴스,"핀테크 및 인터넷은행 테마의 조정은 해당 산업의 투자 심리 위축을 보여주지만, 카카오의 직접적인 사업 및 정책과 관련성이 낮음.","카카오의 사업 영역과 직접적인 연관성이 낮은 핀테크 및 인터넷은행 테마 조정 소식으로, 관련성이 낮아 제외함. / v23_category_reassign:government_without_policy_basis",False,True
I043,"행안부, 재난안전 AI 프롬프트 경진대회 개최",AI_재난안전_정책,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,other,179.5,2,2,2,1,1116,1116,"행안부, ‘최고의 재난안전 AI 프롬프트’ 찾는다... 창업경진대회 개최",보안뉴스,"행정안전부의 재난안전 AI 프롬프트 경진대회 개최는 AI 기술을 활용한 공공 안전 서비스 개발을 장려하는 정책이며, 카카오의 AI 기술이 공공 분야에 적용될 수 있는 가능성을 보여줌.","정부의 AI 기술 활용 정책 동향을 보여주는 사례로, 카카오의 AI 기술이 공공 안전 분야에 기여할 수 있는 기회를 파악하고 관련 정책에 대응하는 데 중요함. / v23_category_reassign:government_without_policy_basis",False,False
I044,"방심위, 청소년 노출 성인 웹툰 광고 제재",방송통신위원회 제재,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,,other,179.0,4,1,1,2,421,"421,433","방미심위, 청소년 노출 성인 웹툰 광고 1081건 제재 | 방미심위, 청소년 노출 성인 웹툰 광고 1천여건 제재",뉴시스 | 매일경제 마켓,"방송통신심의위원회가 청소년에게 노출될 수 있는 성인 웹툰 광고 1081건에 대해 광고주, 플랫폼 등에게 해당 광고에 대한 시정 요구 등 제재를 결정함. 카카오 웹툰 등 관련 플랫폼 사업자에게 주의가 필요. / 방송통신심의위원회가 청소년에게 노출될 수 있는 성인 웹툰 광고 1천여 건에 대해 광고주, 플랫폼 등에게 해당 광고에 대한 시정 요구 등 제재를 결정함. 카카오 웹툰 등 관련 플랫폼 사업자에게 주의가 필요.","카카오와 같은 플랫폼 사업자가 주의해야 할 규제 사례로, 직접적인 영향 경로를 가짐.",False,False
I045,국회 원 구성 후 가상자산·특사경 입법 논의,가상자산 입법,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,,other,177.5,4,1,1,1,1020,1020,선거 후 국회 원 구성 속도… 가상자산·특사경 입법 속도낼까 - 조선비즈,Chosunbiz,총선 이후 국회 원 구성에 따라 가상자산 관련 법안 및 특별사법경찰(특사경) 도입 논의가 속도를 낼 가능성.,가상자산 시장 관련 법안 논의는 카카오의 금융 서비스 전략에 영향을 줄 수 있는 규제 환경 변화로 분류.,False,False
I046,"미국 정부, AI 기업 지분 보유 검토 (오픈AI 논의)",AI_정부정책_해외,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,DIRECT_RISK,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,170.0,1,1,1,2,2352,"2352,2376","美 정부, AI기업 지분 보유 검토… 오픈AI와 논의 | 美 정부, AI기업 지분 보유 검토… 오픈AI와 논의",v.daum.net | dt.co.kr,"미국 정부의 AI 기업 지분 직접 보유 검토는 글로벌 AI 시장의 정책 및 투자 환경 변화 가능성을 시사하며, 카카오의 AI 기술 개발 및 투자 전략에도 영향을 미칠 수 있음.","미국 정부의 AI 기업 지분 보유 검토는 글로벌 AI 산업 정책에 대한 중요한 시사점을 가지며, 카카오의 AI 전략 및 정부 정책 대응에 참고할 필요가 있음. (2556번 기사와 유사 내용) / 미국 정부의 AI 기업 지분 보유 검토는 글로벌 AI 산업 정책에 대한 중요한 시사점을 가지며, 카카오의 AI 전략 및 정부 정책 대응에 참고할 필요가 있음. (2556, 2352, 2538, 2572번 기사와 유사 내용)",False,False
I047,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,SELF_DIRECT_RISK,자사_및_계열사_이슈,DIRECT_RISK,GOV_DIRECT_PLATFORM_OBLIGATION,,other,168.0,1,1,1,68,164,"164,11,109,31,30,10,7,23,60,16","카카오 파업 예고에 정부 촉각…비상대응체계 점검 | 과기정통부-카카오, 노조 파업 대비 서비스 점검 논의 | 과기부, 카카오 파업 예고에 긴급 점검…“서비스 안정성 확보 당부” | ""카톡·카맵 문제 안 멈추게""…과기정통부, 카카오 노조 파업 대비 점검회의 | 노조 파업에 카톡 멈출까...정부, 서비스 안정성 점검",연합뉴스 | 전자신문 | 이데일리 | 뉴시스 | 지디넷코리아,"카카오 노조의 파업 예고에 따라 정부가 비상대응체계를 점검하며 카카오 서비스 안정성 확보에 촉각을 세우고 있음. / 카카오 노조의 파업을 앞두고 과기정통부와 카카오가 서비스 점검 논의를 진행하며, 서비스 중단 사태를 방지하기 위한 협력 방안을 모색하고 있음. / 과기정통부가 카카오 노조 파업 예고에 따라 긴급 점검을 실시하며, 서비스 안정성 확보를 카카오 측에 당부함. / 과기정통부가 카카오 노조의 파업에 대비하여 카카오톡 및 카카오맵 등 주요 서비스의 중단을 막기 위한 점검 회의를 진행함. / 카카오 노조의 파업으로 카카오톡 서비스가 중단될 가능성에 대해 정부가 서","카카오 노조 파업과 관련된 정부의 대응 현황을 보여주는 기사로, 직접적인 리스크 및 정부와의 커뮤니케이션 필요성을 내포하고 있음. / 카카오 노조 파업과 정부(과기정통부)의 직접적인 논의 및 점검 내용을 다루고 있어, 직접적인 리스크 및 대외협력 관점에서 중요함. / 카카오 노조 파업에 대한 정부(과기정통부)의 긴급 점검 및 서비스 안정성 확보 당부 내용을 담고 있어, 직접적인 리스크 및 대외협력 측면에서 중요함. / 카카오 노조 파업으로 인한 카카오톡, 카카오맵 서비스 중단 가능성과 정부(과기정통부)의 점검 회의를 다루고 있어, 직접적인 리스크 및 대외협력 관점에서 중요함. / 카카오 노조 파업으로 인한 카카오톡 서비스 중단 우려와 정",False,False
I048,네이버-엔비디아 AI 협력,AI 동맹,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,167.5,2,1,2,1,1609,1609,"네이버, 엔비디아와 AI 동맹…'5년 뒤 매출 40조' 선언",리드경제,"네이버와 엔비디아의 AI 동맹 및 '5년 뒤 매출 40조' 선언은 국내 AI 시장 경쟁 심화를 예고하며, 카카오의 AI 전략 및 경쟁 우위 확보에 대한 시사점을 줌.","네이버와 엔비디아의 AI 협력 강화는 국내 AI 시장 경쟁 심화를 의미하며, 카카오의 AI 전략에 직접적인 영향을 줄 수 있는 중요한 이슈임.",False,False
I049,미국 '클래리티 법안' 진전과 스테이블코인 시장 재편,스테이블코인 규제,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,165.0,4,1,1,2,868,"868,874",美 ‘클래리티 법안’ 진전…스테이블코인·가상자산 시장 재편 기대감 | 美 '클래리티 법안' 진전…스테이블코인·가상자산 시장 재편 기대감,헤럴드경제 | 네이트,미국에서 스테이블코인 및 가상자산 시장 재편을 기대하게 하는 '클래리티 법안'의 진전 소식이 있음.,카카오의 디지털 금융 서비스와 직접적으로 연관될 수 있는 스테이블코인 관련 글로벌 규제 동향을 다루고 있어 분류.,False,False
I050,디지털자산기본법 입법 지연 속 금융사 선점 노력,디지털자산 기본법,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,163.5,4,1,1,1,866,866,디지털자산기본법 입법 지연 불구 금융사들 선점 나선 이유는 | 엠블록,매일경제,디지털자산기본법 입법이 지연되는 가운데 금융사들이 시장 선점을 위한 움직임을 보임.,카카오의 잠재적 디지털 자산 사업과 관련된 법제화 지연 및 시장 경쟁 상황을 다루고 있어 분류.,False,False
I051,홍콩 ELS 판매은행 제재,금융위원회,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,GOV_GENERAL_LOW_RELEVANCE,,other,154.0,4,2,2,6,713,"713,809,676,1004,806,808","[특징주] 금융위, 은행계 증권사 자본규제 완화…홍콩 ELS 과징금 감경에 환입 기대감도 | 지배구조 개편부터 ELS 제재까지…은행권 현안 마침표 찍나 | 금감원, 홍콩ELS 과징금 대폭 감경…'감사원 타깃‘ 우려 | KB국민은행 이환주 ELS 과징금 '완화' 기조로 상반기 리딩뱅크 탈환 가능성 제고 : KB금융 양종희 연임에도 '청신호' | ELS 과징금 감경되는데…치솟는 환율이 은행주 발목",뉴스티앤티 | 뉴스투데이 | 뉴스토마토 | 허프포스트코리아 | 뉴스저널리즘,"금융위원회가 은행계 증권사의 자본규제를 완화함. / 은행권의 지배구조 개편 및 ELS 제재 관련 금융 당국 조치는 은행 산업에 국한된 사안으로, 카카오의 사업과 직접적인 관련성이 낮음. / 금감원의 홍콩 ELS 과징금 감경 결정은 금융권의 전반적인 규제 및 제재 환경에 영향을 줄 수 있으나, 카카오의 직접적인 사업 관련성은 낮음. / KB국민은행의 ELS 과징금 완화는 금융권의 규제 및 제재 동향을 보여주나, 카카오의 직접적인 사업과는 무관함. / 은행권의 홍콩 ELS 과징금 리스크 마무리와 환율 변동이 은행주에 미치는 영향은 금융 시장 전반의 동향이나, 카카오의 직","카카오의 직접적인 사업과 연관성이 낮은 금융 규제 완화 이슈로, GOV_GENERAL_LOW_RELEVANCE로 분류. / v23_category_reassign:government_without_policy_basis / 카카오의 사업 영역과 직접적인 연관성이 없는 은행권 관련 금융 당국 조치로, 관련성이 낮아 제외함. / v23_category_reassign:government_without_policy_basis / 카카오의 금융 서비스와 직접적인 연관성이 낮고, 일반적인 금융 규제 사례로 판단됨. / v23_category_reassign:government_without_policy_basis",False,False
I052,카카오 주가 하락 (AI 성과 지연 우려),실적_및_주가,SELF_DIRECT_RISK,자사_및_계열사_이슈,DIRECT_RISK,,,other,149.5,1,2,1,1,37,37,"카카오, 52주 신저가…AI 성과 지연 우려에 5%대↓",서울경제,AI 사업 성과에 대한 시장의 우려로 카카오 주가가 52주 신저가를 기록하며 투자 심리가 위축됨. 이는 경영진의 AI 전략 및 성과 가시화에 대한 압박으로 작용할 수 있음.,"카카오의 주가 하락 요인으로 AI 성과 지연 우려가 직접적으로 언급되어, 경영진의 AI 전략 점검 및 시장 소통 강화 필요성을 시사함.",False,False
I053,오픈AI 'ChatGPT 락다운 모드',AI 보안,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,148.5,1,3,1,1,2340,2340,오픈AI ‘ChatGPT 락다운 모드’ 공개… 기업용 보안 위해 브라우징·에이전트 차단,AI 매터스,"오픈AI가 기업용 보안을 위해 브라우징·에이전트 차단 기능인 'ChatGPT 락다운 모드'를 공개한 것은, AI 서비스의 보안 강화 추세를 보여주며 카카오의 AI 서비스 보안 전략에 참고가 됨.",AI 서비스 보안 강화 추세는 카카오의 AI 서비스 개발 및 운영에 중요한 영향을 미칠 수 있으므로 주목할 필요가 있음.,False,False
I054,청소년 SNS 규제 강화와 빅테크,플랫폼 규제,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,OFF_TOPIC,,other,147.5,2,2,2,1,1373,1373,청소년 SNS 규제 강화가 빅테크를 키운다? 블루스카이의 경고,네이트,청소년 SNS 규제 강화가 빅테크 기업에 미치는 영향에 대한 논의.,카카오의 직접적인 서비스와 관련된 규제라기보다는 일반론적인 논의에 가까워 GOV_GENERAL_POLICY로 분류하며 우선순위 낮음. / v23_category_reassign:government_without_policy_basis,False,False
I055,정책면세점 입점기업 현장 방문,중소기업 지원,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,OFF_TOPIC,,other,147.5,2,2,2,1,1285,1285,"한유원 대표, 정책면세점 입점기업 현장 방문…판로 확대 방안 논의",파이낸셜뉴스,정책면세점 입점기업의 현장 방문 및 판로 확대 방안 논의.,카카오의 주요 사업 영역과 직접적인 연관성이 낮은 중소기업 지원 정책 관련 기사로 GOV_GENERAL_POLICY로 분류하며 우선순위 낮음. / v23_category_reassign:government_without_policy_basis,False,False
I056,딥페이크 기술 악용으로 인한 피해,딥페이크_사회적_문제,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,OFF_TOPIC,,other,147.5,2,2,2,1,1509,1509,“앨범 촬영조차 두려워”…제자 딥페이크에 무너진 교사들,중앙일보,"딥페이크 기술의 악용 사례는 AI 기술의 윤리적, 사회적 부작용에 대한 경각심을 높이며, 카카오의 AI 서비스 개발 및 운영 시 윤리적 가이드라인 수립 및 법적 책임 검토에 참고할 필요가 있음.","AI 기술의 사회적 부작용에 대한 중요한 사례로, 카카오의 AI 기술 개발 및 서비스 운영 시 윤리적, 법적 고려 사항을 강화하는 데 필수적으로 참고해야 함. / v23_category_reassign:government_without_policy_basis",False,False
I057,딥페이크 기술 식별 방법,딥페이크_기술_식별,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,OFF_TOPIC,,other,147.5,2,2,2,1,1511,1511,"딥페이크 기술이 점점 더 정교해지고 있는데, 어떻게 식별할 수 있을까요?",Vietnam.vn,"딥페이크 기술 식별 방법 관련 정보는 AI 기술의 오남용에 대한 사회적 경각심을 높이며, 카카오의 AI 기반 서비스 개발 시 콘텐츠 신뢰성 확보 및 딥페이크 탐지 기술 도입 검토에 참고할 수 있음.","AI 기술의 오남용 문제에 대한 정보로, 카카오의 AI 기반 서비스 개발 및 운영 시 신뢰성 확보 및 딥페이크 탐지 기술 도입 검토에 참고할 수 있어 중요함. / v23_category_reassign:government_without_policy_basis",False,False
I058,김경수 '딥페이크 의혹' 관련 정치적 공방,딥페이크_정치_이슈,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,OFF_TOPIC,,other,147.0,2,2,2,1,1516,1516,"국민의힘, 김경수 ‘딥페이크 의혹’ 제기에 “드루킹 시즌2 공작” 반발",CBC뉴스,"정치권에서의 딥페이크 기술 악용 관련 공방은 AI 기술의 정치적 활용 및 오남용에 대한 사회적 우려를 증폭시키며, 카카오의 AI 서비스 운영 및 관련 규제 논의에 간접적 영향을 미칠 수 있음.","AI 기술의 정치적 악용 가능성에 대한 중요한 사례로, 카카오의 AI 서비스 운영 및 향후 관련 정책 논의에 대한 참고 자료로 활용 가능함. / v23_category_reassign:government_without_policy_basis",False,False
I059,"CertiK, 스테이블코인 위협 보고서 발표",스테이블코인 위협 보고서,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,144.5,3,1,1,3,1437,"1437,1429,1436","CertiK, '2026 스테이블코인 위협 보고서' 발표… 브리지 해킹 및 국가 주도 제재 회피 실태 경고 | CertiK ‘Skynet 2026 스테이블코인 위협 인텔리전스 보고서’ 발표 | CertiK ‘Skynet 2026 스테이블코인 위협 인텔리전스 보고서’ 발표… 브리지 해킹 피해 3.28억달러·1100억달러 규모 제재 회피 네트워크 주목",코리아스타트업포스트 | NGO Press | koreasprint.com,CertiK가 발표한 '2026 스테이블코인 위협 보고서'에서 브리지 해킹 및 국가 주도 제재 회피 실태를 경고함. / CertiK가 발표한 'Skynet 2026 스테이블코인 위협 인텔리전스 보고서' 발표. / CertiK가 발표한 'Skynet 2026 스테이블코인 위협 인텔리전스 보고서'에서 브리지 해킹 피해 및 제재 회피 네트워크를 주목함.,카카오의 금융 서비스와 직결될 수 있는 스테이블코인 관련 보안 및 규제 동향을 다루고 있어 분류. / 카카오의 금융 서비스와 직결될 수 있는 스테이블코인 관련 보안 및 규제 동향을 다루고 있어 분류. / v23_category_reassign:government_without_policy_basis,False,False
I060,self_filler_reference:카카오게임즈 슈퍼캣 신작 도깨비의세계 인게임 이미지 최초 공개,self_filler_reference,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,144.0,2,2,3,1,28,28,"카카오게임즈, 슈퍼캣 신작 `도깨비의세계` 인게임 이미지 최초 공개",디지털데일리,자사 이슈가 부족한 날에만 참고할 수 있는 보충성 자사 소식,로컬 보조 라벨,False,False
I061,금융권 포용금융 및 ESG 강화,금융 서비스 ESG,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,141.75,1,1,1,1,147,147,"[주목! e금융] 신한·KB국민·카카오·하나금융·우리금융...""포용금융에 ESG 더했다""",한국면세뉴스,"신한, KB국민, 카카오, 하나금융, 우리금융 등 금융권의 포용금융 및 ESG 강화 노력은 카카오의 금융 사업에서도 ESG 경영 및 사회적 책임 이행에 대한 중요한 참고 자료가 됩니다.",금융권의 포용금융 및 ESG 강화 노력은 카카오 금융 사업에서도 ESG 경영 및 사회적 책임 이행에 대한 중요한 참고 자료가 됩니다.,False,False
I062,"스테이블코인, 글로벌 제재 공방의 핵으로 부상",스테이블코인 규제,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,141.5,3,1,1,1,1422,1422,"국경 없는 위협, 1100억 달러 우회로… 스테이블코인, 글로벌 제재 공방의 핵으로 부상",한국데이터경제신문,"스테이블코인이 글로벌 제재 공방의 핵으로 부상하며, 1100억 달러 규모의 우회로로 활용될 가능성을 지적함.",카카오의 디지털 금융 서비스와 직결될 수 있는 스테이블코인 관련 글로벌 규제 동향을 다루고 있어 분류.,False,False
I063,미국 스테이블코인 규제와 암호화폐 시장 동향,스테이블코인 규제,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,141.5,3,1,1,1,872,872,스테이블코인마저 규제...미 청문회 앞두고 암호화폐 시장 '초긴장',핀포인트뉴스,미국에서 스테이블코인 규제가 강화되며 암호화폐 시장이 긴장하고 있다는 내용.,카카오의 디지털 금융 서비스와 직접적으로 연관될 수 있는 스테이블코인 관련 글로벌 규제 동향을 다루고 있어 분류. / v23_category_reassign:government_without_policy_basis,False,False
I064,이재명 '디지털자산 허브' 공약 후 규제만 전속력,디지털자산 허브,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,141.5,3,1,1,1,1421,1421,"이재명 '디지털자산 허브' 공약 1년 … 육성은 정체, 규제만 전속력",뉴데일리,"이재명 의원의 '디지털자산 허브' 공약 발표 후, 육성은 정체되고 규제만 강화되는 상황을 지적함.",카카오의 잠재적 디지털 자산 사업과 관련된 정책 환경의 불확실성을 다루고 있어 분류. / v23_category_reassign:government_without_policy_basis,False,False
I065,배민 B마트 지역 농축산물 직매입 성과,커머스 지역 상생,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,136.5,1,1,1,5,2252,"2252,2251,2217,2232,2233","배민 ""B마트가 직매입한 지역 농축산물 매출 대폭 증가"" | 배민 ""B마트가 직매입한 지역 농축산물 매출 대폭 증가"" | 배달의민족 B마트, 산지 직매입 농축산물 매출 53% '껑충' | 배민 ""B마트가 직매입한 지역 농축산물 매출 대폭 증가"" | 배민B마트, 산지 직매입 농축산물 매출 53% 증가…지역 농가 상생 확대",파이낸셜뉴스 | 매일경제 마켓 | 진일보 | 네이트 | 매일일보,카카오는 배달의민족의 B마트 지역 농축산물 직매입을 통한 상생 모델 및 매출 성과를 참고하여 자사의 커머스 사업 전략 및 지역 상생 모델 수립에 활용할 수 있습니다.,배달의민족의 B마트 지역 농축산물 직매입 성과는 카카오의 커머스 사업 및 지역 상생 모델에 대한 시사점을 제공합니다.,False,False
I066,트럼프의 AI 지분 취득 검토,AI 거버넌스,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,134.0,1,1,1,2,2358,"2358,2336","트럼프 ""AI 성공 과실, 국민과 공유해야""…오픈AI 지분 취득 방안 검토 | 트럼프 ＂AI 성공 과실, 국민과 공유해야＂…오픈AI 지분 취득 방안 검토",네이트 | 알파경제,"트럼프 전 대통령이 AI 성공 과실을 국민과 공유해야 한다며 오픈AI 지분 취득 방안을 검토하는 것은, AI 산업의 정치적·사회적 영향력과 관련된 중요한 동향임. 카카오의 AI 윤리 및 사회적 책임 관련 정책 수립에 참고 가능.",AI 기술에 대한 정치권의 개입 가능성은 카카오의 AI 전략 및 사회적 책임에 대한 정책 수립에 중요한 시사점을 제공함.,False,False
I067,미국 AI 법안,AI 법제화,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,132.5,1,1,1,1,1544,1544,"美, 초당적 '거대 AI 법안' 초안 공개… 프런티어 개발사 6개월 감사·주(州) 규제 3년 동결",지디넷코리아,"미국에서 거대 AI 법안 초안이 공개되고 프런티어 개발사에 대한 감사 및 규제 동결 방안이 포함된 것은, 글로벌 AI 규제 동향을 파악하는 데 중요하며 카카오의 AI 전략에도 영향을 줄 수 있음.","미국의 AI 규제 동향은 글로벌 AI 생태계 전반에 영향을 미치므로, 카카오의 AI 전략에도 중요한 시사점을 제공함.",False,False
I068,트럼프 행정부의 오픈AI 지분 인수 협상,AI 거버넌스,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,132.5,1,1,1,1,2317,2317,"美 트럼프 행정부, 오픈AI 지분 인수 논의...샘 올트먼 CEO 제안",헬로티,"트럼프 행정부와 오픈AI 간의 지분 인수 협상은 AI 산업의 거버넌스 및 정부 개입 가능성을 보여주는 사례로, 카카오의 AI 전략 수립에 시사점을 줌.",AI 기술에 대한 정부의 개입 가능성은 카카오의 AI 전략 및 사회적 책임에 대한 정책 수립에 중요한 시사점을 제공함.,False,False
I069,오픈AI-트럼프 행정부 지분 취득 협상,AI 거버넌스,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,132.5,1,1,1,1,2323,2323,"오픈AI·트럼프 행정부, 정부 지분 취득 협상 1년 이상 진행…기업가치 8500억 달러",PRESS9,"오픈AI와 트럼프 행정부 간의 지분 취득 협상은 AI 산업의 거버넌스 및 정부 개입 가능성을 보여주는 사례로, 카카오의 AI 전략 수립에 시사점을 줌.",AI 기술에 대한 정부의 개입 가능성은 카카오의 AI 전략 및 사회적 책임에 대한 정책 수립에 중요한 시사점을 제공함.,False,False
I070,"트럼프 행정부, AI 기업 지분 보유 검토",AI_정부정책_해외,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,132.5,1,1,1,1,2556,2556,"트럼프 “AI기업 지분, 미국인에게 배분 검토”",서울경제,"미국 정부의 AI 기업 지분 직접 보유 검토는 글로벌 AI 시장의 정책 및 투자 환경 변화 가능성을 시사하며, 카카오의 AI 기술 개발 및 투자 전략에도 영향을 미칠 수 있음.","미국 정부의 AI 기업 지분 보유 검토는 글로벌 AI 산업 정책에 대한 중요한 시사점을 가지며, 카카오의 AI 전략 및 정부 정책 대응에 참고할 필요가 있음.",False,False
I071,"트럼프 행정부, AI 기업 지분 직접 보유 검토",AI_정부정책_해외,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,132.5,1,1,1,1,2538,2538,트럼프 “정부가 AI기업 지분 직접 보유 검토”,동아일보,"미국 정부의 AI 기업 지분 직접 보유 검토는 글로벌 AI 시장의 정책 및 투자 환경 변화 가능성을 시사하며, 카카오의 AI 기술 개발 및 투자 전략에도 영향을 미칠 수 있음.","미국 정부의 AI 기업 지분 보유 검토는 글로벌 AI 산업 정책에 대한 중요한 시사점을 가지며, 카카오의 AI 전략 및 정부 정책 대응에 참고할 필요가 있음. (2556, 2352번 기사와 유사 내용)",False,False
I072,"트럼프, '정부가 AI기업 지분 직접 보유 검토'",AI_정부정책_해외,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,131.5,1,1,1,1,2572,2572,"트럼프 ""정부가 AI기업 지분 직접 보유 검토""",네이트,"미국 정부의 AI 기업 지분 직접 보유 검토는 글로벌 AI 시장의 정책 및 투자 환경 변화 가능성을 시사하며, 카카오의 AI 기술 개발 및 투자 전략에도 영향을 미칠 수 있음.","미국 정부의 AI 기업 지분 보유 검토는 글로벌 AI 산업 정책에 대한 중요한 시사점을 가지며, 카카오의 AI 전략 및 정부 정책 대응에 참고할 필요가 있음. (2556, 2352, 2538번 기사와 유사 내용)",False,False
I073,공정위 과징금 제재,공정거래위원회,SELF_DIRECT_RISK,경쟁사_해외이슈,DIRECT_RISK,GOV_GENERAL_LOW_RELEVANCE,,other,129.0,5,2,2,4,497,"497,505,506,553","산란계협회, 공정위 과징금 제재에 반발…“계란값 상승, 수급 불안 탓” | 산란계협회, 과징금불복 소송 예고…""계란값 상승, 수급불안 탓"" | 산란계협회, 공정위 담합 제재에 불복…행정소송 예고 | 산란계협회, 과징금불복 소송 예고…""계란값 상승, 수급불안 탓""",v.daum.net | v.daum.net | 아주경제 | 네이트,"산란계협회의 공정위 과징금 제재에 대한 반발 및 행정소송 예고는 카카오와 직접적인 관련이 적음. / 산란계협회의 공정위 과징금 불복 소송 예고는 일반적인 규제 관련 분쟁 사례로, 카카오에 직접적인 영향을 주지 않음. / 산란계협회의 공정위 담합 제재에 대한 불복 및 행정소송 예고는 카카오와 직접적인 관련이 적음. / 산란계협회의 과징금 불복 소송 예고는 일반적인 규제 관련 분쟁 사례로, 카카오에 직접적인 영향을 주지 않음.","카카오와의 영향 경로가 명확하지 않으며, 공정위의 일반적인 규제 사례로 판단되어 우선순위가 낮음. / v23_category_reassign:government_without_policy_basis / 카카오와의 영향 경로가 명확하지 않고, 일반적인 규제 사례로 판단되어 우선순위가 낮음. / v23_category_reassign:government_without_policy_basis",False,True
