"date","section","rank","title","press","url","issue_group","issue_family","body_status","qa_overall","title_hash","url_hash","summary","selected","article_id","canonical_url","event_key","event_stage","article_form","todayness_score","todayness_reason","source_version"
"2026.6.9","경쟁사_해외이슈","11","일베금지법 완벽정리 처벌부터 위헌 논란까지, 정말 커뮤니티 폐쇄가 가능할까","네이버 프리미엄콘텐츠","https://contents.premium.naver.com/ahnlaw/anlaw/contents/260608115043751vx","global_incident:platform_regulation:naver:platform_content_moderation_obligation","comp_domestic_direct_risk","본문추출성공","주의","일베금지법 완벽정리 처벌부터 위헌 논란까지 정말 커뮤니티 폐쇄가 가능할까","https://contents.premium.naver.com/ahnlaw/anlaw/contents/260608115043751vx","일베금지법 완벽정리 처벌부터 위헌 논란까지, 정말 커뮤니티 폐쇄가 가능할까 언제나 의뢰인과 함께하는 안영진 변호사입니음. 2026년 6월, 이른바 '일베금지법'이 국회에 발의되면서 온라인이 뜨겁게 달아오르고 있습니음.","True","11","","","","","","",""
"2026.6.9","경쟁사_해외이슈","12","배민 1:1 맞춤 컨설팅 통했다…외식업주 주문·매출 두 자릿수 성장","thefairnews.co.kr","https://www.thefairnews.co.kr/news/articleView.html?idxno=78988","배민 1:1 맞춤 컨설팅 효과","플랫폼 사업자 성장 지원","본문추출성공","주의","배민 1 1 맞춤 컨설팅 통했다 외식업주 주문 매출 두 자릿수 성장","https://www.thefairnews.co.kr/news/articleView.html?idxno=78988","[더페어] 임세희 기자 = 배달의민족 운영사 우아한형제들이 외식업주를 대상으로 운영하는 ‘배민가게 성장 컨설팅’이 실질적인 경영 개선 성과를 내며 자영업자 지원 프로그램으로 자리매김하고 있음. 지난해 2월 시작된 배민가게 성장 컨설팅은 매출 정체나 운영상의 어려움을 겪는 외식업주를 대상으로 외식업 전문가가 1대 1로 맞춤형 컨설팅을 제공하는 프로그램임.","True","12","","","","","","",""
"2026.6.9","산업동향","13","[마켓+]엔비디아 생태계 올라탄 'K-로봇'…'피지컬 AI' 시대 글로벌 격전지 부상","비즈니스플러스","https://www.businessplus.kr/news/articleView.html?idxno=112663","K-로봇, 피지컬 AI 시대 글로벌 격전지 부상","AI 기술","본문추출성공","주의","마켓+ 엔비디아 생태계 올라탄 k 로봇 피지컬 ai 시대 글로벌 격전지 부상","https://www.businessplus.kr/news/articleView.html?idxno=112663","한국 로봇 산업이 단순 공장 자동화용 하드웨어 제조를 넘어 인공지능(AI)과 결합한 '피지컬 AI'(Physical AI)와 휴머노이드 중심으로 패러다임을 전환하며 글로벌 핵심 생태계로 부상하고 있음. 과거 산업용 협동로봇 중심이었던 국내 로봇 생태계는 최근 휴머노이드, 자율주행 로봇(AMR), 스마트팩토리 및 디지털 트윈 분야로 영역을 급속히 확장하는 추세음.","True","13","","","","","","",""
"2026-06-10","자사_및_계열사_이슈","1","[속보] 카카오 노조 “이달 29일 또 파업할 것”","서울경제","https://www.sedaily.com/article/20054067","카카오 노조 임단협/파업 및 내부 갈등","노조 파업","본문추출성공","주의","카카오 노조 이달 29일 또 파업할 것","https://www.sedaily.com/article/20054067","부분 파업에 들어간 카카오 노조가 오는 29일 추가 파업을 예고했음. 부분 파업에 들어간 카카오 노조가 오는 29일 추가 파업을 예고했음.","True","1","https://www.sedaily.com/article/20054067","global_incident:platform_regulation:kakao:platform_operator_obligation","action_started","direct_risk","59.0","published_today+today_date_action+yesterday_date_action+exclusive_breaking","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","정부_국회","2","'와우회원가'면 항상 싼줄 알았는데…'기만 광고' 쿠팡, 5억 과징금","한국경제","https://www.hankyung.com/article/2026060957157","쿠팡 기만 광고 제재","플랫폼 규제","본문추출성공","주의","와우회원가 면 항상 싼줄 알았는데 기만 광고 쿠팡 5억 과징금","https://www.hankyung.com/article/2026060957157","'와우회원가'면 항상 싼줄 알았는데…'기만 광고' 쿠팡, 5억 과징금 1회 쿠폰 적용가격을 회원가처럼 표시 '와우회원' 가입 유도 정액과징금 법정 최고액 5억 '와우회원' 가입 유도 정액과징금 법정 최고액 5억 쿠팡이 정액과징금 법정 최고액인 5억원을 부과받았음. 공정거래위원회는 9일 '표시·광고의 공정화에 관한 법률'(표시광고법) 위반으로 쿠팡에 시정명령과 과징금 5억원을 부과한다고 밝힘.","True","2","https://www.hankyung.com/article/2026060957157","v27:platform_enforcement:coupang:deceptive_membership_price_ad","penalty_or_sanction","official_action","44.0","published_yesterday+today_date_action+yesterday_date_action","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","정부_국회","3","배민·쿠팡이츠, 공정위 제재 임박…‘최혜대우’ 쟁점 부상, ‘동의의결’ 받아들여질까","CEO스코어데일리","https://www.ceoscoredaily.com/page/view/2026060916291581509","배달앱 최혜대우 규제","플랫폼 규제","본문추출성공","주의","배민 쿠팡이츠 공정위 제재 임박 최혜대우 쟁점 부상 동의의결 받아들여질까","https://www.ceoscoredaily.com/page/view/2026060916291581509","공정거래위원회(공정위)가 배달의민족(배민)과 쿠팡이츠의 공정거래법 위반 혐의에 대한 판단을 앞두고 있음. <출처=우아한청년들> 공정거래위원회(공정위)가 배달의민족(배민)과 쿠팡이츠에 대한 공정거래법 위반 혐의에 대한 판단이 임박한 가운데, 국내 플랫폼 규제 방향을 가를 중대 분수령을 맞고 있음.","True","3","https://www.ceoscoredaily.com/page/view/2026060916291581509","v27:platform_enforcement:coupang:delivery_platform_fee_mfn","litigation","analysis_with_direct_risk","37.0","published_yesterday+today_date_action+exclusive_breaking","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","정부_국회","4","개인정보위, 10일 쿠팡 제재안 심의…과징금 수위 주목","전자신문","https://www.etnews.com/20260609000326","쿠팡 개인정보 유출 관련 과징금 논란","플랫폼 개인정보 유출 및 규제","본문추출성공","주의","개인정보위 10일 쿠팡 제재안 심의 과징금 수위 주목","https://www.etnews.com/20260609000326","과학기술정보통신부 민관합동조사단은 앞서 쿠팡 '내 정보 수정 페이지'에서 성명과 이메일이 포함된 개인정보 3367만3817건이 유출됐다고 발표했음. 개인정보위가 최종 의결에서 과기정통부 조사 결과와 같은 판단을 내릴 경우 과징금 규모는 상당 수준에 이를 가능성이 있음.","True","4","https://www.etnews.com/20260609000326","v27:platform_enforcement:coupang:privacy_data_violation","litigation","analysis_with_direct_risk","32.0","published_yesterday+today_date_action","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","정부_국회","5","방미통위·과기정통부 정책협의회 출범…AI 데이터 공유","연합뉴스","https://www.yna.co.kr/view/AKR20260610067700017?section=culture%2Fmedia","AI 데이터 공유 정책","AI 정책","본문추출성공","주의","방미통위 과기정통부 정책협의회 출범 ai 데이터 공유","https://www.yna.co.kr/view/AKR20260610067700017?section=culture%2Fmedia","AI·OTT 육성부터 이용자 보호까지 정책 공조 이미지 확대 발언하는 고민수 방미통위 위원 [연합뉴스 자료사진임. 방미통위와 과기정통부는 10일 서울 광화문 KT빌딩에서 정책협의회 착수회의를 열고 AI, 미디어·온라인동영상서비스(OTT), 디지털 규제·이용자 보호 분야의 협력 방안을 논의했다고 밝힘.","True","5","https://www.yna.co.kr/view/AKR20260610067700017?section=culture%2Fmedia","privacy_security:kakao:data_leak","action_started","official_action","42.0","published_today+today_date_action","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","경쟁사_해외이슈","6","네이버, 고품질 '숏폼' 생태계 만든다…'클립' 수익화 콘텐츠 기준 강화","전자신문","https://www.etnews.com/20260610000279","네이버, '클립' 수익화 콘텐츠 기준 강화","콘텐츠 생태계 강화","본문추출성공","주의","네이버 고품질 숏폼 생태계 만든다 클립 수익화 콘텐츠 기준 강화","https://www.etnews.com/20260610000279","건강한 콘텐츠 생태계 구축은 물론, 고품질 영상 데이터를 네이버 AI 검색으로 연결해 AI 서비스 경쟁력을 높이는 전략으로 풀이됨. 10일 업계에 따르면 네이버는 강화된 클립 광고 인센티브 운영 정책을 오는 29일 시행한음.","True","6","https://www.etnews.com/20260610000279","privacy_security:naver:data_leak","action_started","business_change","54.0","published_today+today_date_action+yesterday_date_action","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","경쟁사_해외이슈","7","박용진 “대형마트 주말 의무휴업 규제, 쿠팡만 키웠다”","시사저널","https://www.sisajournal.com/news/articleViewAmp.html?idxno=375936","대형마트 의무휴업 규제 논란","유통 규제","본문추출성공","주의","박용진 대형마트 주말 의무휴업 규제 쿠팡만 키웠다","https://www.sisajournal.com/news/articleViewAmp.html?idxno=375936","박용진 “대형마트 주말 의무휴업 규제, 쿠팡만 키웠다” “10년 전의 시장 환경 기준 규제, 오늘날 소비 여건 맞게 다시 점검해야” “쿠팡·마켓컬리, 365일 24시간 영업하고 규제 없어…기울어진 운동장” 박용진 대통령직속 규제합리화위원회 민간부위원장이 대형마트 주말 의무휴업 제도를 놓고 “‘쿠팡만 키웠다’거나 ‘전통시장·골목상권을 살리는데 역효과가 났다’는 이야기가 부쩍 들린다”며 재검토 필요성을 주장했음.","True","7","https://www.sisajournal.com/news/articleViewAmp.html?idxno=375936","privacy_security:coupang:data_leak","vote_or_mediation","analysis_feature","30.0","published_today+today_date_action+analysis_without_direct_event","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","경쟁사_해외이슈","8","KT, 마케팅 혁신 가속..AI·데이터 기반 통합 광고 플랫폼 적용","한국정경신문","https://kpenews.com/View.aspx?No=4106834","국가 AI 인프라/AIDC/GPU 정책","AI 기반 광고 플랫폼","본문추출성공","주의","kt 마케팅 혁신 가속 ai 데이터 기반 통합 광고 플랫폼 적용","https://kpenews.com/View.aspx?No=4106834","KT는 AI·데이터 기반 광고 플랫폼을 ‘볼보 EX90’ 출시 캠페인에 적용해 브랜드 검색량 증가와 시승 신청 확대 등 마케팅 성과를 거뒀다고 10일 밝힘. KT가 AI·데이터 기반 통합 광고 플랫폼 적용 성과를 공개했음.","True","8","https://kpenews.com/View.aspx?No=4106834","privacy_security:kt:data_leak","action_started","analysis_with_direct_risk","42.0","published_today+today_date_action","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","경쟁사_해외이슈","9","AI 공개한 애플, “보안·프라이버시 최우선"" 강조...강화되는 빅테크 규제 의식","v.daum.net","https://v.daum.net/v/V3yrlDDg5u?f=p","애플의 AI 서비스 출시 및 규제 대응","빅테크 AI 규제","본문추출성공","주의","ai 공개한 애플 보안 프라이버시 최우선 강조 강화되는 빅테크 규제 의식","https://v.daum.net/v/V3yrlDDg5u?f=p","AI 공개한 애플, “보안·프라이버시 최우선"" 강조...강화되는 빅테크 규제 의식 실리콘밸리/강다은 특파원 2026임. 가 매우 작은 폰트 작은 폰트 보통 폰트 큰 폰트 매우 큰 폰트 가 이 글자크기로 변경됨.","True","9","https://v.daum.net/v/V3yrlDDg5u?f=p","v27:platform_enforcement:google:privacy_data_violation","action_started","direct_risk","37.0","published_yesterday+today_date_action+exclusive_breaking","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","경쟁사_해외이슈","10","LG·현대차·네이버까지…AI 보안 스타트업 '에임인텔리전스'에 전략 투자","이데일리","https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257","국내 기업의 AI 보안 스타트업 투자","AI 보안","본문추출성공","주의","lg 현대차 네이버까지 ai 보안 스타트업 에임인텔리전스 에 전략 투자","https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257","[이데일리 김세연 기자] 인공지능(AI) 보안 전문 기업 에임인텔리전스는 LG전자(066570), 현대차(005380)그룹 제로원벤처스, 네이버(NAVER(035420)) D2SF로부터 전략적 투자를 유치했다고 10일 밝혔다.이번 투자는 에임인텔리전스가 삼성벤처투자 주도의 시리즈 A 라운드를 마친지 한 달 만에 이뤄졌음.","True","10","https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257","v27:platform_enforcement:naver:privacy_data_violation","general","analysis_with_direct_risk","24.0","published_today","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","산업동향","11","MS와 OPEN AI 샘 알트만의 오리온원자로 건설","에너지안전신문","https://www.esnews.kr/news/articleView.html?idxno=4371","MS와 오픈AI의 원자로 건설","AI 인프라","본문추출성공","주의","ms와 open ai 샘 알트만의 오리온원자로 건설","https://www.esnews.kr/news/articleView.html?idxno=4371","MS와 OPEN AI 샘 알트만의 오리온원자로 건설 가 가 기사의 본문 내용은 이 글자크기로 변경됨. 스크롤 이동 상태바 MS와 OPEN AI 샘 알트만의 오리온원자로 건설 가 가 기사의 본문 내용은 이 글자크기로 변경됨.","True","11","https://www.esnews.kr/news/articleView.html?idxno=4371","global_incident:ai_security_policy:openai:openai_security_access","general","analysis_feature","2.0","published_yesterday+analysis_without_direct_event","google_rss_v27_generic_event_industry_guardrails"
