id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
3462,정부/국회,정부_국회,가상자산 거래소,"스페이스X 나스닥 상장 후에도 투자 열풍 지속, 가상자산 거래소 새로운 투자처로 부상",스페이스x 나스닥 상장 후에도 투자 열풍 지속 가상자산 거래소 새로운 투자처로 부상,2news.co.kr,2news.co.kr,"Tue, 16 Jun 2026 22:34:00 GMT","스페이스X 나스닥 상장 후에도 투자 열풍 지속, 가상자산 거래소 새로운 투자처로 부상 2news.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBVTVp6S3VKa1BEa0VLdUM0MUVwVGhMdnpwcVMxeUx4cWFuRVlVczk5MHc4OXBfbFhWT05uVG0xd1lOU1J4RnMxSmhjZXUzRWp1Q2dnNm82YkhWa2ZHcDhGXzBDTENwUXFs?oc=5,google_rss_가상자산 거래소 when:2d,8.0,4.0,"digital_asset_stablecoin,stablecoin,strategy_mna_governance",stablecoin_general,,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,8.0,"strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,government_digital_finance_policy,,weak_gov_basis:no_public_actor_action_domain,
437,정부/국회,정부_국회,과학기술정보통신부,"오픈AI, '보안 이어 안전' 韓과 협력 강화…AI안전연구소와 MOU",오픈ai 보안 이어 안전 과 협력 강화 ai안전연구소와 mou,전자신문,전자신문,"Wed, 17 Jun 2026 01:00:17 GMT","오픈AI, '보안 이어 안전' 韓과 협력 강화…AI안전연구소와 MOU 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1ZY2tKVHdhMHBMcVhpdzdwWFFMdVNtWFZvQklXMmRuNnE5MWRkbE5JeXR5WnczUjZJN2hNTENsTHFCZU1rel92X2pTa0NoZw?oc=5,google_rss_과학기술정보통신부 when:2d,7.1,-24.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,오픈AI,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,,"weak_form_without_full_basis:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,7.1,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,weak_gov_basis:no_public_actor_action_domain,
1740,정부/국회,정부_국회,스테이블코인,IMF “나이지리아 스테이블코인 해외송금 급증…규제 보완 필요”,imf 나이지리아 스테이블코인 해외송금 급증 규제 보완 필요,tokenpost.kr,tokenpost.kr,"Tue, 16 Jun 2026 10:19:28 GMT",IMF “나이지리아 스테이블코인 해외송금 급증…규제 보완 필요” tokenpost.kr,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5RTnNCLUI2TkdsYmM0QUd4Nk9HZVZnQVhVUHp2aEYydFhybWNVZzVFQWFuV1ZCZ3QzeVZDc1Q5RW9fTnRCUUY1WmJ5TjduUUM3ZWFBeTEwNmvSAV5BVV95cUxPd1d0MlNfbUx5V05uRUJudE5FVklBb21WdG9udHZwYnlCNmpNa25FamZMYjR1QWRvYW1nQXEwMG14UklkVHVUUS0wSk9kRmdiTzd4QkNzUk9FaEJKVzRR?oc=5,google_rss_스테이블코인 규제 when:2d,6.0,4.0,"digital_asset_stablecoin,policy_legislation,stablecoin",stablecoin_general,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,6.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy:general,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:stablecoin_policy,government_digital_finance_policy,,weak_gov_basis:no_public_actor_action_domain,
1080,정부/국회,정부_국회,금융위원회,"""제미나이가 AI 해커 막는다""…구글, AI 보안 플랫폼 국내 출시",제미나이가 ai 해커 막는다 구글 ai 보안 플랫폼 국내 출시,뉴스1,뉴스1,"Wed, 17 Jun 2026 04:37:20 GMT","""제미나이가 AI 해커 막는다""…구글, AI 보안 플랫폼 국내 출시 뉴스1",https://news.google.com/rss/articles/CBMiaEFVX3lxTFByQVVTYkVhcTVKUFo3ZE8zcEpoRDVpbXBnTWFwUUh2T3ZoNXJ3cEhENVpxWFlTWkdPNUY1dm1lT014M0I2bzlXZ2hOS3BMdkEyRHRscUljRmRMOFJBODIzQW1PV1FSWHhT?oc=5,google_rss_금융위원회 조사 when:2d,3.5,-14.5,"ai_agent,ai_infrastructure_security,market_power_platform,phishing_security,privacy_security_reliability",security_general,구글,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:google:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,3.5,"privacy_security_reliability,policy_legislation,market_power_platform,ai_infrastructure_security",government:regulatory_enforcement,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:google:platform_regulation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:platform_regulation:google:platform_regulation,comp_overseas_regulation_data,,weak_gov_basis:no_public_actor_action_domain,
1772,정부/국회,정부_국회,스테이블코인,"네이버, 두나무 보유 네이버페이 지분 294억원에 인수…지배구조 개편 속도",네이버 두나무 보유 네이버페이 지분 294억원에 인수 지배구조 개편 속도,디지털데일리,디지털데일리,"Tue, 16 Jun 2026 08:48:42 GMT","네이버, 두나무 보유 네이버페이 지분 294억원에 인수…지배구조 개편 속도 디지털데일리",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1hVnczX2pTWjN5SkE0RVRxNFMtX1pQQk4wZTNURU5yOXVGazlVYllaVDNDQVBwdFRaYk1MQjVRQ1VOYVpCR1IxWlF3WTJCZXVLWGtpNHR3ZFdza1dmM0p1Wld3?oc=5,google_rss_스테이블코인 site:ddaily.co.kr when:2d,2.5,-33.5,"digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_stake_sale,"네이버,두나무",v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:naver:dunamu_upbit_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,2.5,"strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,global_incident:mna_capital:naver:dunamu_upbit_capital:general,global_incident:mna_capital:naver:dunamu_upbit_capital,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,global_incident:mna_capital:naver:dunamu_upbit_capital,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,global_incident:mna_capital:naver:dunamu_upbit_capital,comp_domestic_finance_commerce,,weak_gov_basis:no_public_actor_action_domain,
1084,정부/국회,정부_국회,금융위원회,"구글 클라우드, 서울 리전서 보안 운영 플랫폼 로컬 데이터 레지던시 지원 공식 발표",구글 클라우드 서울 리전서 보안 운영 플랫폼 로컬 데이터 레지던시 지원 공식 발표,디지털포커스,디지털포커스,"Wed, 17 Jun 2026 05:41:42 GMT","구글 클라우드, 서울 리전서 보안 운영 플랫폼 로컬 데이터 레지던시 지원 공식 발표 디지털포커스",https://news.google.com/rss/articles/CBMicEFVX3lxTE95M0pBeXh2SGw2VXZoNTRTb2JJTllzTzJaUEhfX2M4MnZ2TS1KTUpSRnpfRnNvUTY0NFJsWTBINEhOTDZnRm1idXQzQURHMkZ2ek9Lcks3X3lPOGM3bW93a213clRqY3hPVE1ueGZZNlY?oc=5,google_rss_금융위원회 조사 when:2d,1.1,-24.5,"market_power_platform,phishing_security,privacy_security_reliability",security_general,구글,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:google:platform_regulation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,1.1,"privacy_security_reliability,policy_legislation,market_power_platform",government:regulatory_enforcement,global_incident:platform_regulation:google:platform_regulation:announcement,global_incident:platform_regulation:google:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:google:platform_regulation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:platform_regulation:google:platform_regulation,comp_overseas_regulation_data,,weak_gov_basis:no_public_actor_action_domain,
423,정부/국회,정부_국회,과학기술정보통신부,"AI안전연구소-오픈AI, AI 안전 평가체계 마련 협력 MOU",ai안전연구소 오픈ai ai 안전 평가체계 마련 협력 mou,보안뉴스,보안뉴스,"Wed, 17 Jun 2026 02:00:00 GMT","AI안전연구소-오픈AI, AI 안전 평가체계 마련 협력 MOU 보안뉴스",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBselBEVHNiNW1JNGFSWDFEVEJ4ZHlSTW5nUVJCdmNkMU9HYXNPaG5lQm5HQjBORS0zdVBOZzN5Mm56Z2VfRXlyUWJtTmtuZklpQXlaZU5RMjUwZXNWU3hzRmpsWEZZd3Zs?oc=5,google_rss_과학기술정보통신부 when:2d,1.1,-24.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,오픈AI,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,,"weak_form_without_full_basis:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,1.1,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,weak_gov_basis:no_public_actor_action_domain,
3468,정부/국회,정부_국회,가상자산 거래소,늦어지는 두나무-네이버 합병...증권사들 ‘독과점 폐해’ 우려,늦어지는 두나무 네이버 합병 증권사들 독과점 폐해 우려,마켓인,마켓인,"Wed, 17 Jun 2026 01:23:23 GMT",늦어지는 두나무-네이버 합병...증권사들 ‘독과점 폐해’ 우려 마켓인,https://news.google.com/rss/articles/CBMic0FVX3lxTE5aUm9nQm40ZUJqR1VqQTJVRF9mb0NXVFJHNTk4UU9KNzBBU3djT3JoXzdmZUdJVkpjSGEwRDlEbVdNUXNmblJzLWJ3TU15eHNvR2s4Uk9FUmFOeGZtUkhiQkJWaGk3UmdMUl9GT0l6RTQzMW8?oc=5,google_rss_가상자산 거래소 when:2d,-0.5,-36.5,"digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_merger_exchange,"네이버,두나무",v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:naver:platform_self_preferencing,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,-0.5,"strategy_mna_governance,digital_asset_stablecoin",government:digital_asset,global_incident:platform_regulation:naver:platform_self_preferencing:general,global_incident:platform_regulation:naver:platform_self_preferencing,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:platform_regulation:naver:platform_self_preferencing,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_DOMESTIC_STRATEGY,domestic,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,global_incident:platform_regulation:naver:platform_self_preferencing,comp_domestic_strategy,,weak_gov_basis:no_public_actor_action_domain,
1628,정부/국회,정부_국회,플랫폼 규제,"구글클라우드, 서울 리전에 `보안운영플랫폼` 공식 출시…규제 산업 지원한다",구글클라우드 서울 리전에 보안운영플랫폼 공식 출시 규제 산업 지원한다,디지털데일리,디지털데일리,"Wed, 17 Jun 2026 04:00:21 GMT","구글클라우드, 서울 리전에 `보안운영플랫폼` 공식 출시…규제 산업 지원한다 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBfVVZQSlByZS1SeUFubFAwM20wLW1VbjU2M1dlN19ZNlhEa0UyWDVEb0FVUnAwMU1TR2U4eDRZR3NYdFpia1UtX2k5aWVpa3BMTFBwY25GczZwTlBNODJfcDhQMVA?oc=5,google_rss_플랫폼 규제 when:2d,-2.5,-17.5,"market_power_platform,phishing_security,policy_legislation,privacy_security_reliability",security_general,구글,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:google:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,-2.5,"privacy_security_reliability,policy_legislation,market_power_platform",government:regulatory_enforcement,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:google:platform_regulation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:platform_regulation:google:platform_regulation,comp_overseas_regulation_data,,weak_gov_basis:foreign_public_policy,
1640,정부/국회,정부_국회,플랫폼 규제,"구글 클라우드, AI 기반 보안 플랫폼 한국 출시",구글 클라우드 ai 기반 보안 플랫폼 한국 출시,파이낸셜뉴스,파이낸셜뉴스,"Wed, 17 Jun 2026 04:32:19 GMT","구글 클라우드, AI 기반 보안 플랫폼 한국 출시 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE42ZkhyeUJCUldaNzVLV1I1dUhJb0JLWmxKWVpwU1FfS1VHNmR3Y1kxdEVqeTBnNDI2MDdyRGVEUUt2dXNZMW1VWGpDWGJHXzNmMlBHTUtlRGFQUQ?oc=5,google_rss_플랫폼 규제 when:2d,-3.5,-17.5,"ai_infrastructure_security,market_power_platform,phishing_security,privacy_security_reliability",security_general,구글,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:google:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,-3.5,"privacy_security_reliability,policy_legislation,market_power_platform,ai_infrastructure_security",government:regulatory_enforcement,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:google:platform_regulation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:platform_regulation:google:platform_regulation,comp_overseas_regulation_data,,weak_gov_basis:no_public_actor_action_domain,
517,정부/국회,정부_국회,과학기술정보통신부,"AI 인프라 플랫폼 기업 ‘텐’, 과기부 ‘글로벌 ICT 미래 유니콘 기업’ 선정",ai 인프라 플랫폼 기업 텐 과기부 글로벌 ict 미래 유니콘 기업 선정,서울경제TV,서울경제TV,"Tue, 16 Jun 2026 23:00:04 GMT","AI 인프라 플랫폼 기업 ‘텐’, 과기부 ‘글로벌 ICT 미래 유니콘 기업’ 선정 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBNXzBlNjNYcnhwSzh4dHlhdlYtTVUxZFNGNEZ0ZmhTNTVNLU4zS1UzWTlCSGV0c0IwOG1VT0VlMUp1Y3g0TVJrM29jNkpEVlk0MmV0anhCQ0dydFNPeU1LOE8wMXo?oc=5,google_rss_과학기술정보통신부 AI when:2d,-5.9,-31.5,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,과기정통부,v43_not_government_policy,,,,,,general,24.0,published_today,business_change,global_incident:platform_regulation:platform_sector:platform_regulation,general,,"generic_platform_without_digital_business_context:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,ai_infra_company,-5.9,"market_power_platform,ai_infrastructure_security",government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,국가 AI 인프라/AIDC/GPU 정책,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
2990,경쟁사/해외이슈,경쟁사_해외이슈,애플,아이폰18 전 모델 '12GB RAM' 적용되나…시리 AI 대응,아이폰18 전 모델 12gb ram 적용되나 시리 ai 대응,케이벤치,케이벤치,"Wed, 17 Jun 2026 01:46:46 GMT",아이폰18 전 모델 '12GB RAM' 적용되나…시리 AI 대응 케이벤치,https://news.google.com/rss/articles/CBMiSEFVX3lxTE1JTVBOZTNtekxWRnJ3MVFQTDlhY0RhVjZ5bWVIengwTXRneHFwWHZkVG1BRnBzcWR2Vk1JR3BYVENJcXptX2dVSw?oc=5,google_rss_애플 when:2d,-6.0,11.0,ai_infrastructure_security,ai_infrastructure_security,애플,v43_not_true_competitor,Y,,,,,platform_operator_obligation,24.0,published_today,business_change,event:애플:ai_infrastructure_security,action_started,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,competitor_actor_action_pass,Y,global,-6.0,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:아이폰18 전 모델 12gb ram 적용되나 시리 ai 대응,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:아이폰18 전 모델 12gb ram 적용되나 시리 ai 대응,comp_overseas_platform_ai,,,
1079,정부/국회,정부_국회,금융위원회,"구글, 제미나이 기반 보안 플랫폼 서울에 설치…공공·금융 시장 '정조준'",구글 제미나이 기반 보안 플랫폼 서울에 설치 공공 금융 시장 정조준,뉴시스,뉴시스,"Wed, 17 Jun 2026 02:03:51 GMT","구글, 제미나이 기반 보안 플랫폼 서울에 설치…공공·금융 시장 '정조준' 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1HaHJzSzQ1VGltM2I1UkNOUnU4MTVCSE51cklETENJeVVFZkdKZUh4dmhtT19DcGlTSFliWHpTSDBqWV95bExLa0JFUHJSR0IyODI0TWRFN0NFWU1NQXBjddIBeEFVX3lxTE1XLXJSS2dwcHZKWWcxaEtmbmFNSzZwb25ON1NLZUdJMEhDcU9aYUN0UmtnaFR6bjBqN3FrSnNqblFyelJ3cFJ6eXFweUpRVDduQnRscGZtM0puUzNDUGFjVVN0Q1FRUnZjejk1OHhsRDFlUE4yc1UzRQ?oc=5,google_rss_금융위원회 조사 when:2d,-6.5,-21.5,"ai_agent,market_power_platform,phishing_security,privacy_security_reliability",security_general,구글,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:google:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,-6.5,"privacy_security_reliability,policy_legislation,market_power_platform",government:regulatory_enforcement,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:google:platform_regulation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_PLATFORM_AI,overseas,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,global_incident:platform_regulation:google:platform_regulation,comp_overseas_platform_ai,,weak_gov_basis:no_public_actor_action_domain,
1644,정부/국회,정부_국회,플랫폼 규제,"구글 클라우드, 서울 리전에 '보안 운영 플랫폼' 출시…국내 데이터 주권 강화",구글 클라우드 서울 리전에 보안 운영 플랫폼 출시 국내 데이터 주권 강화,이데일리,이데일리,"Wed, 17 Jun 2026 02:00:50 GMT","구글 클라우드, 서울 리전에 '보안 운영 플랫폼' 출시…국내 데이터 주권 강화 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxQa2VQYjBBODVTZTJ6d0VKOTZrUUpHYTdwOHVJQVpqX3dIU3JVWlBMUkp6V3BTQld4cFlNYmQzVVNDTjR5aVhXWkI2VTF6R1BMdU1LdmVmMUFwVnhOSE4tN2xhYzBTZC1XQ0hQaXVNT0ZwbFpYTVY5TUp6VWd0X0VBOQ?oc=5,google_rss_플랫폼 규제 when:2d,-7.5,-24.5,"market_power_platform,phishing_security,privacy_security_reliability",security_general,구글,v43_not_government_policy,Y,,,,,platform_operator_obligation,24.0,published_today,direct_risk,global_incident:platform_regulation:google:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,-7.5,"privacy_security_reliability,policy_legislation,market_power_platform",government:regulatory_enforcement,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:google:platform_regulation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_OVERSEAS_REGULATION_DATA,overseas,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,global_incident:platform_regulation:google:platform_regulation,comp_overseas_regulation_data,,weak_gov_basis:no_public_actor_action_domain,
