id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,랭킹원점수,편집신호,스토리버킷,강제검토,강제검토사유
199,정부/국회,정부_국회,과학기술정보통신부,"'개인정보 유출' 티빙, 범인은 신원 미상의 해커…""깊이 사과"" - 머니투데이",개인정보 유출 티빙 범인은 신원 미상의 해커 깊이 사과,머니투데이,머니투데이,"Wed, 03 Jun 2026 07:36:33 GMT","'개인정보 유출' 티빙, 범인은 신원 미상의 해커…""깊이 사과"" - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5tUDdHUlBmd1oyc0k3RWJQWGVYV2tENHBFZnJmWWY1VExCc2t6eFE3WDBpWFpOekZ4SlZYRkpzN20yR3VtTkM2ZmlpUWQtLTlsTkNBMmxOZ29McXBnY3g1OGZ0TFgxRlHSAWxBVV95cUxNWTJzZldpcmJwYTBZNUN4V3BZQThPb2N3b3VCWVg1cUNLeUhtcWJBNE1SeThWWlhjM1BnM2U1bEFEZDdIUGFUWmhHMWhIRWsta19Hd2xFX2ktQnI1T19SWU9UVFI3NHlqUHlVSmY?oc=5,google_rss_과학기술정보통신부 site:mt.co.kr when:1d,26.0,42.0,"phishing_security,privacy_security_reliability",security_privacy_leak,,below_absolute_quality_floor,26.0,privacy_security_reliability,government:tech_security_policy,,
979,정부/국회,정부_국회,스테이블코인,"서클 1분기 실적 분석②: '아크·AI', USDC 의존도↓",서클 1분기 실적 분석 아크 ai usdc 의존도,디지털애셋,디지털애셋,"Wed, 03 Jun 2026 08:00:00 GMT","서클 1분기 실적 분석②: '아크·AI', USDC 의존도↓ 디지털애셋",https://news.google.com/rss/articles/CBMickFVX3lxTE1YT3pzTm14QnBKdVVHdG5MbHFTNVVYU1NaeG1iVUtsUmtGS2M5dTlobEt4YlFsdy1FdGgwZXA0YVdMQWtFc1I1NHJDdzFQNzFCQlNvSlJTNnEwT0FHb2lFQ3VfNUphNmhWNTRkbi1ueHZndw?oc=5,google_rss_스테이블코인 when:1d,25.0,42.0,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,,below_absolute_quality_floor,25.0,"financial_performance,ai_infrastructure_security,digital_asset_stablecoin",government:tech_security_policy,,
935,정부/국회,정부_국회,플랫폼 규제,"제이미 다이먼, 스테이블코인 법안에 맞서며 JPM 디지털 전환 가속",제이미 다이먼 스테이블코인 법안에 맞서며 jpm 디지털 전환 가속,simplywall.st,simplywall.st,"Tue, 02 Jun 2026 20:10:26 GMT","제이미 다이먼, 스테이블코인 법안에 맞서며 JPM 디지털 전환 가속 simplywall.st",https://news.google.com/rss/articles/CBMilAFBVV95cUxOVXpQOHdLbXY2dlRLZndQMDhmRjB6MEEwM3drT09vdm5yd2h5Zi1xTFBzaVAtN3d1N0h1dUh0cmFIc0lORjhldTcyS1V0MTNiOVdoOUFpM0c2bUlob2pqNlVtVzlYQUFJN2VWenFFUUtSUkE5Q1ltdi10bkhkOE5ZQ3ZzT2l2SVFYTEEwT25TR0dBQWZ60gGUAUFVX3lxTE5VelA4d0ttdjZ2VEtmd1AwOGZGMHowQTAzd2tPT292bnJ3aHlmLXFMUHNpUC03d3U3SHV1SHRyYUhzSU5GOGV1NzJLVXQxM2I5V2g5QWkzRzZtSWhvamo2VW1XOVhBQUk3ZVZ6cUVRS1JSQTlDWW12LXRuSGQ4TllDdnNPaXZJUVhMQTBPblNHR0FBZno?oc=5,google_rss_플랫폼 규제 when:1d,24.0,49.0,"digital_asset_stablecoin,policy_legislation,stablecoin",stablecoin_legislation,,below_absolute_quality_floor,24.0,"policy_legislation,market_power_platform,digital_asset_stablecoin",government:digital_asset,,
1165,정부/국회,정부_국회,스테이블코인,"현대모비스 자회사 노조, 내일(4일) 파업…사업재편 반발 확산",현대모비스 자회사 노조 내일 4일 파업 사업재편 반발 확산,헤럴드경제,헤럴드경제,"Tue, 02 Jun 2026 23:00:00 GMT","현대모비스 자회사 노조, 내일(4일) 파업…사업재편 반발 확산 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE44VTYxMG5SN0QzbG4yY2VFY2tTT0llTU1ZSTVVaXB0MndwZFBpU2tUVDhzb0JlanVrQTI3TDZPR3puT3p5NHZrc2tIZV9aMExmUHpfM2p3?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,23.0,42.0,"labor_dispute,labor_negotiation",labor_general,,below_absolute_quality_floor,23.0,"labor_negotiation,digital_asset_stablecoin",government:general,,
443,정부/국회,정부_국회,공정거래위원회,"삼성전자, 총파업 앞두고 사내 공지…""쟁의 참여 강요·압박 안돼""",삼성전자 총파업 앞두고 사내 공지 쟁의 참여 강요 압박 안돼,디지털데일리,디지털데일리,"Tue, 02 Jun 2026 17:26:15 GMT","삼성전자, 총파업 앞두고 사내 공지…""쟁의 참여 강요·압박 안돼"" 디지털데일리",https://news.google.com/rss/articles/CBMiggdBVV95cUxNM0dpWVlsOXBEekZoU0d4Szl1b0ZtYzROeWpZUEx1UDRaUkR3NjNlbzhYS0FvSWRpUld1cVViVTlmaWhtRlhING5EX2hNVVVuVHo3Y3RKTU9NMklvaEtaR1BmUWRDWTRuQXZrTG9HX0lrdjRSbUZ5Vm9iVm85eEJ5dm9ES3VMZF81QjBmQWlOcTlxOTBQT2E3NlFzczdINUhCVkh5czc1UmJzSzdSV05ZaU9xU2dOS1d5bDV5N1VFNGRadlotcjNaOWtKRVlBT1ZIVVBtLVFTMTZVcFRvS0NaNVpsWVg3ZEtBZFI5RkRqRWNUM2ZzQXFLeml2Y0UwT0FlNmdLZjhyWDFkMU5JLUxHN1U3bVhvT2V3cDlWemVVWHdLN3hTdERGRDVpektwX0lkUllXRnY1NkZuMDcxeDlycW9DLWpSS3hGbkJBUDA2MUp6cFZnTjhSY05qSVpyTWIzVXJ6MHozcWwxQllCVWhJLTZiZ3lielBvdEhIX3VXSHFkNVl6Sjl1N0lJbVlQdzF5WXhUWXVXT0U1VmZFSHFNaUpSX3RqSTB6SVNybHZFVmhrVkFZU1VZN3IwQTVKZXoxdGN4dVZ3WE5zUFBsS3dlRmpvS0l1aU1HTnNVVXBJZzU1UVlKaWxHMi1MV1dJaEV6dlZPODJqN19rZWZ6TVd4THV2cXJHZFZSc2QwcWRNRE1WcW1xZjV5SWtnZ0J1QVFaMWgwTndzdkFUdzNyY0pwVXRMYTdYMk9oNjBmSDRoLWRzS0o3LTduSnlLMlFxamVzN1QzSXFMWm9pMkRRamlfUE9XSTN0a2xUbDVFbHh2VjJXUkZDWllaNUFyR1JkdTN0Q0dFeTFqT0lVc0lndTFVaTU1ZDExTE5EZVc1TW9WZUtSbkhZeDRHU2NOa2hReXoyN0NPVXMxSzBzMVRpb3lSWEVRRk1kZHVBb3prSElzUUV6bjQzUGJ4UTAyc0JoMjBmeEktel9LTXJXY3Nwc21hOUlhWW9ub3ZRM3NJZDd3bTkzOUpzdW9OSEZTZ0NVZG1kRF9aS0Ftc3ZUeVJRbzhObnlPZHRpTE9jRFpuMF80Q3VtUTFXR01hSDRpV3l5ekMxYTVjUHd5aGx0X1NQeE9zM1hjTHpTWkRjWkp3Q1VRZGpXV01IRVVYX21tM25wY3J0LTNXRktZd2NSNlhtMms5bmV3?oc=5,google_rss_공정거래위원회 site:ddaily.co.kr when:1d,22.0,42.0,"labor_dispute,labor_negotiation",labor_general,,below_absolute_quality_floor,22.0,"labor_negotiation,policy_legislation",government:general,,
769,정부/국회,정부_국회,금융감독원,증권맨 억대 성과급 받을때…‘억대 퇴직금’ 들고 나간 은행원 2500명,증권맨 억대 성과급 받을때 억대 퇴직금 들고 나간 은행원 2500명,매일경제TV,매일경제TV,"Wed, 03 Jun 2026 06:22:00 GMT",증권맨 억대 성과급 받을때…‘억대 퇴직금’ 들고 나간 은행원 2500명 매일경제TV,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9lNXJxN3ZRaFI2NWRPa1J2R2NrTU1YcF85YmhWYWhrZElhWmZUMWxmaTM5VXlQTWJIeEc4TnRqNkw5TGVQelVfVldVNU9IbklTQVJiN3MzRzlPVkpXN1Z4U19kVEdyaFdq?oc=5,google_rss_금융감독원 스테이블코인 when:1d,22.0,39.0,"labor_dispute,labor_negotiation",labor_pay_dispute,,below_absolute_quality_floor,22.0,labor_negotiation,government:general,,
782,정부/국회,정부_국회,금융감독원,증권맨 억대 성과급 받을때…‘억대 퇴직금’ 들고 나간 은행원 2500명,증권맨 억대 성과급 받을때 억대 퇴직금 들고 나간 은행원 2500명,매일경제 마켓,매일경제 마켓,"Wed, 03 Jun 2026 06:21:14 GMT",증권맨 억대 성과급 받을때…‘억대 퇴직금’ 들고 나간 은행원 2500명 매일경제 마켓,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9XX0YzMGtCTXRZQlJudFZoNGxCNHVabDh3MU80Wmp4NllZTGJUaWV3Z0R3WjAtMTdxcUVEMXFYLTB0a19CdXdoeGh4U0hVa3cxbWc?oc=5,google_rss_금융감독원 site:mk.co.kr when:1d,22.0,39.0,"labor_dispute,labor_negotiation",labor_pay_dispute,,below_absolute_quality_floor,22.0,labor_negotiation,government:general,,
783,정부/국회,정부_국회,금융감독원,증권맨 억대 성과급 받을때…‘억대 퇴직금’ 들고 나간 은행원 2500명,증권맨 억대 성과급 받을때 억대 퇴직금 들고 나간 은행원 2500명,매일경제,매일경제,"Wed, 03 Jun 2026 06:21:14 GMT",증권맨 억대 성과급 받을때…‘억대 퇴직금’ 들고 나간 은행원 2500명 매일경제,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9sRDBXb0VDM1V1WU0tRF84anNqZktzWTdmdV9DVVMzMXlhUXNLZVk2VVItc2k3M0RlWDZGVzduQWlUN3ZEQW01dlExeTlRU0xNWjE4Uw?oc=5,google_rss_금융감독원 site:mk.co.kr when:1d,22.0,39.0,"labor_dispute,labor_negotiation",labor_pay_dispute,,below_absolute_quality_floor,22.0,labor_negotiation,government:general,,
1043,정부/국회,정부_국회,스테이블코인,"박상원號 금융보안원, 인력ㆍ네트워크 강화로 디지털자산ㆍAI 보안 '만전' [금융공기업 이슈]",박상원 금융보안원 인력 네트워크 강화로 디지털자산 ai 보안 만전 금융공기업 이슈,한국금융신문,한국금융신문,"Tue, 02 Jun 2026 22:00:00 GMT","박상원號 금융보안원, 인력ㆍ네트워크 강화로 디지털자산ㆍAI 보안 '만전' [금융공기업 이슈] 한국금융신문",https://news.google.com/rss/articles/CBMifEFVX3lxTE9aVFFNanU2ZUR0UHM0X1ZQX25xZkJhdEtOWFgtTlE0VXBES296cWV1cXBQdTMxT2VDUzJoeFJwOFhRd2pOaUpzQjFSNmRXRDRkeGUySW5hTjQyZElvRXFILUt0RzgtbUozbzl0Y2pqYlNTdnROZmJPU19KR00?oc=5,google_rss_스테이블코인 AI when:1d,22.0,38.0,"ai_infrastructure_security,digital_asset_stablecoin,phishing_security,privacy_security_reliability",security_general,,below_absolute_quality_floor,22.0,"privacy_security_reliability,ai_infrastructure_security,digital_asset_stablecoin",government:digital_asset,,
761,정부/국회,정부_국회,금융감독원,실손보험 적자 규모 확대…자기부담 높인 4세대는 1세대 첫 추월,실손보험 적자 규모 확대 자기부담 높인 4세대는 1세대 첫 추월,연합뉴스TV,연합뉴스TV,"Wed, 03 Jun 2026 04:43:17 GMT",실손보험 적자 규모 확대…자기부담 높인 4세대는 1세대 첫 추월 연합뉴스TV,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE8wQmdIWUtmNDJkR1NvNzdSbkY4UHdxcjE2MGt4VWdaMkJWN3JqeWJrUlNuSVFveDZKSFdDdXdpQXZQSUlwNld5MU45cXc2U0NCd2UtdWNLQVllTldRWXVhbXVDeTRNWTQ?oc=5,google_rss_금융감독원 조사 when:1d,22.0,35.0,"earnings,financial_performance",financial_performance,,below_absolute_quality_floor,22.0,financial_performance,government:general,,
941,정부/국회,정부_국회,플랫폼 규제,'반도체 성과급' 온기 퍼진 동탄…부동산 실검 상위권 싹쓸이,반도체 성과급 온기 퍼진 동탄 부동산 실검 상위권 싹쓸이,뉴시스,뉴시스,"Wed, 03 Jun 2026 01:00:00 GMT",'반도체 성과급' 온기 퍼진 동탄…부동산 실검 상위권 싹쓸이 뉴시스,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBCaDZuYUdVbGtJd3pEWWZEMklxdUNIQVViOU92cWdZS2VvNWEtM1lxZzRNc2N4Z3ZCRWlJSl9HU2dwa1FTWHo0c05hRXlVMnJKQkF3OEJYUFpvRVBGRmJ1a9IBeEFVX3lxTE0yY295OFB3T2lWekszdHNPTmY4NEZXMUhEOHZNU1hacmJpNmp1aEsxeGR1VVRVNHJWY0VFZGRRd2JoUmpwYzV3SkhmVmt3anRkc3ZJMjlvaWt5VUZybmg2N2dzdkYtQll4cXpUN3ozMG1JVUF3cUNseA?oc=5,google_rss_플랫폼 규제 when:1d,21.0,39.0,"labor_dispute,labor_negotiation",labor_pay_dispute,,below_absolute_quality_floor,21.0,"labor_negotiation,policy_legislation,market_power_platform",government:general,,
1006,정부/국회,정부_국회,스테이블코인,암호화폐 ETF 자금 유출이 심화되면서 스테이블코인 거래량이 유통 속도의 49.7배로 급증,암호화폐 etf 자금 유출이 심화되면서 스테이블코인 거래량이 유통 속도의 49 7배로 급증,Bitcoin News,Bitcoin News,"Tue, 02 Jun 2026 21:41:23 GMT",암호화폐 ETF 자금 유출이 심화되면서 스테이블코인 거래량이 유통 속도의 49.7배로 급증 Bitcoin News,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQN0hNX2dFU2NVVWlHb3pFVkwwQ3NNbXo4a3FKdzZhLWZjZGkwSzMwUi1fRlZLdHFlYnJaNmpBd3p1aDhGbjgtQy1LNnRybC1RWl8yaXJqUlJERUtpQUt5UkxlYW9zczVneDdhZ3lqaFBRZmczLXVYcnJBdmdLaUlBMHFZR3lwcFhfbld6SUtLdUFzM0N3WUppVEV1dzNlT29CR3huanlvTlJmeUJpVjB4UnN6QzJvUXBxYTJCMDZXQklUTHdLTHF2THZ2LUJ5SjdmTUt3bENJTHl2dnlxaFd5cDNpZkNDQQ?oc=5,google_rss_스테이블코인 when:1d,20.0,42.0,"digital_asset_stablecoin,stablecoin",stablecoin_general,,below_absolute_quality_floor,20.0,digital_asset_stablecoin,government:digital_asset,,
980,정부/국회,정부_국회,스테이블코인,"국내 금융사, 입법 지연에도 원화 스테이블코인 경쟁",국내 금융사 입법 지연에도 원화 스테이블코인 경쟁,데일리바이트(DAILY BYTE),데일리바이트(DAILY BYTE),"Tue, 02 Jun 2026 21:07:00 GMT","국내 금융사, 입법 지연에도 원화 스테이블코인 경쟁 데일리바이트(DAILY BYTE)",https://news.google.com/rss/articles/CBMilgFBVV95cUxOMmdhRmYtWGRxbGlOcEQtWVdVSVZDcFpsdFFyQWRaVzgyLXhlTnUzQzdtc2YzMUwwS25QTnFrTjZ4TTlLVkluUzNqZ2lNYi1nanJnSTY5Z3I4R3pBbzdDeUVuN2g1S1dTSmhFRFQ2V0FSa0NvLU5PanppTl9UWktFSDB3ampfZDM1cHVUNV9YaERyMWNxb3c?oc=5,google_rss_스테이블코인 when:1d,20.0,38.0,"ai_infrastructure_security,digital_asset_stablecoin,policy_legislation,stablecoin",stablecoin_legislation,,below_absolute_quality_floor,20.0,"policy_legislation,ai_infrastructure_security,digital_asset_stablecoin",government:digital_asset,,
1072,정부/국회,정부_국회,스테이블코인,Solana 8개월 연속 하락세에도 불구하고 5월 앱 매출에서 모든 블록체인 중 1위 기록,solana 8개월 연속 하락세에도 불구하고 5월 앱 매출에서 모든 블록체인 중 1위 기록,Cryptopolitan,Cryptopolitan,"Tue, 02 Jun 2026 14:21:29 GMT",Solana 8개월 연속 하락세에도 불구하고 5월 앱 매출에서 모든 블록체인 중 1위 기록 Cryptopolitan,https://news.google.com/rss/articles/CBMieEFVX3lxTFB0S2NRbGJvZWdoZ01UcjhlRm14NW5xX00tTEZKdFAxcVRUZjNuR0tRMWF2NDJNR2hYV1Rhc21aeFJTR0U1b3J4OVNWb3B0cGhXNHJLU3h0bG9FNzFVRzM2VlJWOFdSY2pYalZaOXliWnl1VmFlZGlPTQ?oc=5,google_rss_스테이블코인 규제 when:1d,18.0,39.0,"digital_asset_stablecoin,earnings,financial_performance",digital_asset_stablecoin,,below_absolute_quality_floor,18.0,"financial_performance,digital_asset_stablecoin",government:digital_asset,,
1008,정부/국회,정부_국회,스테이블코인,"스테이블코인 수익, 은행 이자에 위협될까…미국 은행가들 설문조사 결과 공개 (+BTC, 스테이블코인, 은행, 규제)",스테이블코인 수익 은행 이자에 위협될까 미국 은행가들 설문조사 결과 공개 +btc 스테이블코인 은행 규제,민심뉴스,민심뉴스,"Wed, 03 Jun 2026 09:08:49 GMT","스테이블코인 수익, 은행 이자에 위협될까…미국 은행가들 설문조사 결과 공개 (+BTC, 스테이블코인, 은행, 규제) 민심뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE84QjhVTTVZS25yUzZkVGo2OGtzSGs1Y3FiazNfWE44Ni1TekFOZmFSS0dMeXY0ek9QeEF1dXprTERhN1k0YmI3ZFN1cGFvVmp2UWlUdmxFUnNyRm10R2RGYjZ4NS0wbTVXdHc5ag?oc=5,google_rss_스테이블코인 when:1d,17.0,34.0,"digital_asset_stablecoin,policy_legislation,stablecoin",stablecoin_general,,below_absolute_quality_floor,17.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,,
572,정부/국회,정부_국회,금융위원회,영국 의원들은 엄격한 스테이블코인 규제가 파운드화에 연동된 암호화폐의 성장을 저해할 수 있다고 경고했습니다,영국 의원들은 엄격한 스테이블코인 규제가 파운드화에 연동된 암호화폐의 성장을 저해할 수 있다고 경고했습니다,Cryptopolitan,Cryptopolitan,"Wed, 03 Jun 2026 04:37:35 GMT",영국 의원들은 엄격한 스테이블코인 규제가 파운드화에 연동된 암호화폐의 성장을 저해할 수 있다고 경고했습니다 Cryptopolitan,https://news.google.com/rss/articles/CBMib0FVX3lxTE1QcUdBSVE4WVhYdV8wYmxycVR6T3FOMlluWEhIWnNiRldiSTBCM2gzajV4U1BJRnhNdUhtZTl0UEY2TzJhdVhGSWdjZm1EMkgzdW9TR2xPbnp2enRMRHA3S0FhMXd2YTRwRXRDSV83TQ?oc=5,google_rss_금융위원회 스테이블코인 when:1d,14.0,31.0,"digital_asset_stablecoin,policy_legislation,stablecoin",stablecoin_general,,below_absolute_quality_floor,14.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,,
539,정부/국회,정부_국회,금융위원회,"英 상원 ""영란은행, 스테이블코인 보유 한도 규제 재고해야""",상원 영란은행 스테이블코인 보유 한도 규제 재고해야,블루밍비트,블루밍비트,"Wed, 03 Jun 2026 03:11:23 GMT","英 상원 ""영란은행, 스테이블코인 보유 한도 규제 재고해야"" 블루밍비트",https://news.google.com/rss/articles/CBMiUEFVX3lxTE1UX0Jhb0tkZDUtdHVQZ0lHUHE4T0dKbnowTHVPWDY2OElJLTN6RkREREJEaXJ2dmhYSldmaWN4cGZEU0d5Q1NvTGsySVAzeWVS?oc=5,google_rss_금융위원회 규제 when:1d,12.0,31.0,"digital_asset_stablecoin,policy_legislation,stablecoin",stablecoin_general,,below_absolute_quality_floor,12.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,,
562,정부/국회,정부_국회,금융위원회,지방선거 이후 입법시계 돌아갈까…금융 법안 줄줄이 대기,지방선거 이후 입법시계 돌아갈까 금융 법안 줄줄이 대기,아주경제,아주경제,"Wed, 03 Jun 2026 05:45:33 GMT",지방선거 이후 입법시계 돌아갈까…금융 법안 줄줄이 대기 아주경제,https://news.google.com/rss/articles/CBMiWEFVX3lxTE01WFZwSlFwbXNDcHJSdGh0THMwRm1wSVpxYkJoV0RSdS0wbWdjYmQyYTNRSl9UcWY4cW5oak9rOFlyNE11cmVzX0hUbEh5a2dMT0xVeFA3RGzSAVhBVV95cUxNNVhWcEpRcG1zQ3ByUnRodExzMEZtcElacWJCaFdEUnUtMG1nY2JkMmEzUUpfVHFmOHFuaGpPazhZcjRNdXJlc19IVGxIeWtnTE9MVXhQN0Rs?oc=5,google_rss_금융위원회 법안 when:1d,9.0,32.0,policy_legislation,policy_legislation,,below_absolute_quality_floor,9.0,policy_legislation,government:policy_legislation,,
1020,정부/국회,정부_국회,스테이블코인,"a16z, 미 재무부에 GENIUS 법안 의견서 제출",a16z 미 재무부에 genius 법안 의견서 제출,tokenpost.kr,tokenpost.kr,"Wed, 03 Jun 2026 01:56:32 GMT","a16z, 미 재무부에 GENIUS 법안 의견서 제출 tokenpost.kr",https://news.google.com/rss/articles/CBMiWEFVX3lxTE9YM3VkTnpOYktRbTU1REFCZlQwZ1d4eWJRNFVtaS1fTkRLUDh1bDlRWTFWWHZBLUhfRVdPVm1idFFFNm12ODZtX3FKWkRJaHdkTkFvQzNkUDfSAV5BVV95cUxQVmp1VzNwdWpONVlpWjFfcmlEaTNJTzY5UGVHb2MtUUh1QkpKQ3U0aldnRE5lZjZmTkx2TS12SEVwVGRJcWRTR2xGTVo4ZUNJem1QWkxjcGdNYWZDLWVB?oc=5,google_rss_스테이블코인 when:1d,5.0,32.0,policy_legislation,policy_legislation,,below_absolute_quality_floor,5.0,"policy_legislation,digital_asset_stablecoin",government:policy_legislation,,
957,정부/국회,정부_국회,플랫폼 규제,"갤럭시디지털, 올해 클래리티 법안 통과에 1000만달러 베팅",갤럭시디지털 올해 클래리티 법안 통과에 1000만달러 베팅,블록미디어,블록미디어,"Tue, 02 Jun 2026 18:30:00 GMT","갤럭시디지털, 올해 클래리티 법안 통과에 1000만달러 베팅 블록미디어",https://news.google.com/rss/articles/CBMiWEFVX3lxTE9YeGtnZHpKbElxelN2dXpjNXVpV0pQQ1pLUVNDaW1vanVLMGhUOU93UUg1UGRJdXpuV1N5TGdSTE1GdnMyQVNxQmRaUmIyYy1yTHd6ZHdpa2k?oc=5,google_rss_플랫폼 규제 when:1d,5.0,32.0,policy_legislation,policy_legislation,,below_absolute_quality_floor,5.0,"policy_legislation,market_power_platform",government:policy_legislation,,
365,정부/국회,정부_국회,공정거래위원회,"세화학원, 엉뚱한 핑계로 공사대금 미지급...공정위 제제",세화학원 엉뚱한 핑계로 공사대금 미지급 공정위 제제,MTN 머니투데이방송,MTN 머니투데이방송,"Wed, 03 Jun 2026 04:52:06 GMT","세화학원, 엉뚱한 핑계로 공사대금 미지급...공정위 제제 MTN 머니투데이방송",https://news.google.com/rss/articles/CBMiZEFVX3lxTE03Z2dkZkZRVW1tekVLcEF6a0dHZ0hUZG5oQ01kQ2lGMkpNeFA1Q2pZYzdqWjRtWG9WZ2R6c3Q4aWhQV3pzcUJPcTQxLUZmbjNXakhBWW5lQ25sODhjRzJ5WlBFSzI?oc=5,google_rss_공정거래위원회 AI when:1d,0.5,19.5,antitrust_platform,antitrust_general,공정위,below_absolute_quality_floor,0.5,policy_legislation,,,
429,정부/국회,정부_국회,공정거래위원회,디도스 공격·데이터 유출까지…중동 핵티비스트가 움직인다,디도스 공격 데이터 유출까지 중동 핵티비스트가 움직인다,디지털데일리,디지털데일리,"Tue, 02 Jun 2026 15:51:36 GMT",디도스 공격·데이터 유출까지…중동 핵티비스트가 움직인다 디지털데일리,https://news.google.com/rss/articles/CBMigAdBVV95cUxOdDh1Tnd3U2s2UXJWUnVBM2YwY2J3UkdXS3pSVVhfQTNYNE5PbXFaWmxuNnpxbWNmLW1QUUVNVHpWOTlWTlZza3RRejR6Z09uVDU4MUIwMzBVeXFPYkN0WTB3MFZCTUc2Z05PNTJ1TVROUk1lWV9HbWV5aWdpdFlEVWZyTndCb1Q3SEdOUTNhLVBkbGVucWVNNnZVYTRTWEVDS3gwR3hWTjdxa2dzMTBMWm9EQUVkUHJYdG8zVEFIbGRzRHhDMlJBZy1za3RIR1J0V2tEMV9qUWhRcllwWWdIbC1Gal9Ob0VlWWpCX0FDV0t1bmZUZjNMSnFBUXJqVENPRE5ZSlBZQkpJU2FpOWNUZDBJSnBlTk5kcUNDZ0NPQWljTnJOTWNjWTJRQlVrWWxOZTZ0Y0JfdG96aF9nTTRoM3ptemU0LUNsUl94eWE3RndXUUk5WE95V0xPanYwMTB1cHJ2MjZRR09WZGtCX0lnaEFVdGZJeFNWSEJHY3k0azdwMmZRdEV1N2x3V1F0R3YyVkd1bV9lZ2JyN2dGSWc0QURja2MwMlpYcEl4TXBqUGtmV0FxckFXaGdSMmFyQ3BqdVJwLUJ0THNhMVZiSUl1WkNDVzh5dUs1UWk2c1R5MElORFhadGF6NDljQmhPc1U5RjNkc0dyVFVfN2dNYk1tVW9fRFpvWWs3TFgyem1PVHZiTGxJcXhuejhKZ21wR2J4bEpZQk9ySHJWSGhlMGxVRVdFeHE0a0pxb1k4OF9YM19zbjFyeVZaZnBSN2ZrRGJicHVwOG1WZFdjVzF6LWRrTDZJY3Y2dXY5aF9rb3AwMFQybjdPbWszTzVJU1BGUVFobmdhOWd4NmhLN3FENnlGSFJIVUtyWGZwMUFvZWtEQVB5RU9XNzJnTGhCQVZic3BjNnFKdTFEZ01QQVRqNlpSWnhkbTIycmdaMUFFWHplYWZkSmtiU3h5cUN2TnVlWHExYnk4VFB4ZkdQcFdNVUNXVlRkMUF0aWJIUHMxaURrZVc5cWpmM3dxWEUyT3htbnBvSTdvR2UxMmJGV2gwNmhFXzlxODh3LTNOMGxxQXQ3YlNjcEdKUEpHbF8xQXZGTjFDRS1YbHY4cE1iTlc2eHdYalQ1OWZkYjVnMnZSek1ETVJWSUV0c2lydktXakRoYzA5OGc4Z055VFdVNzlXbTVrVw?oc=5,google_rss_공정거래위원회 site:ddaily.co.kr when:1d,-1.0,25.0,,,,below_absolute_quality_floor,-1.0,policy_legislation,,,
770,정부/국회,정부_국회,금융감독원,인천 청라하늘교 고소음 이륜차 통행 제한에 집단소송 추진,인천 청라하늘교 고소음 이륜차 통행 제한에 집단소송 추진,연합뉴스,연합뉴스,"Tue, 02 Jun 2026 12:37:02 GMT",인천 청라하늘교 고소음 이륜차 통행 제한에 집단소송 추진 연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBOeEVaSTM4NmMwM05OVkROWlZMYXYzMzZtSXN1YzJXYXpyVFA3eHpnZ1FpYVlxaXAyWUxPZmRJSXdrbUVZcERQVS11UmNxTEV2UG9nOUJmUkptZTDSAWBBVV95cUxOb2pxVnU2a0ZDWFltOWxOOGNrLVEydUtUQTVWUlIxVnNMbjBjT0g0UE9JNldWSU5tRlM4dGdMSUhsaXJ2VnB4d00wb3BfV0FlYXBjR2p1MlJmTm1iVDJ5LTA?oc=5,google_rss_금융감독원 site:yna.co.kr when:1d,-1.0,22.0,,,,below_absolute_quality_floor,-1.0,,,,
