id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
1517,정부/국회,정부_국회,플랫폼 규제,"EU “아이들, 현실세계서 시간 보내야”…13세 미만 SNS 제한 법안 곧 공개",eu 아이들 현실세계서 시간 보내야 13세 미만 sns 제한 법안 곧 공개,edaily.co.kr,이데일리,"Mon, 13 Jul 2026 11:54:00 GMT","EU “아이들, 현실세계서 시간 보내야”…13세 미만 SNS 제한 법안 곧 공개 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxPU1NXY1I4S1RMXzR3dTVWWURFT21CajkxZXF2eU42M0FBcG1EY1dfSC1lcDlFaWk0N2laM1pTN01XbkpTY2F5NGk3TE9hY2ZnUFZxQ2pXMnBjMWZETHFrNE1jOFJnOXotV09VTlYySmhZam5GZFc0ZXBjOUhMZUw0YQ?oc=5,google_rss_플랫폼 규제 when:2d,24.0,43.0,"ai_infrastructure_security,platform_obligation,policy_legislation",ai_infrastructure_security,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:platform_sector:platform_operator_obligation,rumor_or_report,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,social_media_platform,24.0,"policy_legislation,market_power_platform,ai_infrastructure_security,platform_obligation",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_operator_obligation,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,global_incident:platform_regulation:platform_sector:platform_operator_obligation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,global_incident:platform_regulation:platform_sector:platform_operator_obligation,government_ai_core_policy,weak_gov_basis:foreign_public_policy,,foreign_policy_should_be_competitor
1507,정부/국회,정부_국회,플랫폼 규제,"EU ""아이들 현실세계서 시간 보내야…곧 SNS 제한 법안 공개""",eu 아이들 현실세계서 시간 보내야 곧 sns 제한 법안 공개,연합뉴스,연합뉴스,"Mon, 13 Jul 2026 10:07:51 GMT","EU ""아이들 현실세계서 시간 보내야…곧 SNS 제한 법안 공개"" 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9VbW9HR3VfbUdsTVE2aGdMX1RWYUx5MnlnWk9mQ1VQUW1RSjM4N3ZiLTJnRmh2U1ZvN1Q2Y3BfdWd3aERjb2txSUVJRThhMzFCRmNLTHBhNUZkNGFrU0xUUdIBYEFVX3lxTE9VbW9HR3VfbUdsTVE2aGdMX1RWYUx5MnlnWk9mQ1VQUW1RSjM4N3ZiLTJnRmh2U1ZvN1Q2Y3BfdWd3aERjb2txSUVJRThhMzFCRmNLTHBhNUZkNGFrU0xUUQ?oc=5,google_rss_플랫폼 규제 when:2d,23.0,36.0,"platform_obligation,policy_legislation",platform_obligation,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:platform_sector:platform_operator_obligation,rumor_or_report,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,social_media_platform,23.0,"policy_legislation,market_power_platform,platform_obligation",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_operator_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,global_incident:platform_regulation:platform_sector:platform_operator_obligation,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,global_incident:platform_regulation:platform_sector:platform_operator_obligation,government_general_policy,weak_gov_basis:foreign_public_policy,,foreign_policy_should_be_competitor
2172,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡 리뷰, 왜 열심히 쌓아도 매출은 그대로일까? 실제 셀러들이 놓치는 핵심 구조",쿠팡 리뷰 왜 열심히 쌓아도 매출은 그대로일까 실제 셀러들이 놓치는 핵심 구조,아이보스,아이보스,"Mon, 13 Jul 2026 10:00:03 GMT","쿠팡 리뷰, 왜 열심히 쌓아도 매출은 그대로일까? 실제 셀러들이 놓치는 핵심 구조 아이보스",https://news.google.com/rss/articles/CBMiUEFVX3lxTE5Eb01mVDhSUHRBYkhHRmRURGNqN3ViMWNlRnVlOE9jLVZ5eGEzLXEzSEJBZ3FSaE50N0xLMFhMcXV1SXpHNzdTWE5OSVVLanph?oc=5,google_rss_쿠팡 when:2d,20.5,29.0,"earnings,financial_performance",financial_performance,쿠팡,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,general,event:쿠팡:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,coupang,20.5,financial_performance,competitor:general,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:쿠팡 리뷰 왜 열심히 쌓아도 매출은 그대로일까 실제 셀러들이 놓치는 핵심 구조,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:쿠팡 리뷰 왜 열심히 쌓아도 매출은 그대로일까 실제 셀러들이 놓치는 핵심 구조,comp_domestic_strategy,,,
1504,정부/국회,정부_국회,플랫폼 규제,"EU, 미성년자 SNS 제한 법안 곧 공개 ""기업 책임 명시""",eu 미성년자 sns 제한 법안 곧 공개 기업 책임 명시,글로벌E,글로벌E,"Mon, 13 Jul 2026 23:18:17 GMT","EU, 미성년자 SNS 제한 법안 곧 공개 ""기업 책임 명시"" 글로벌E",https://news.google.com/rss/articles/CBMia0FVX3lxTFBnT2FPY0NHekNrSUZNWDd1ellNUnk2MWNpUnlScEduSUxpUG03WWdDV1c4Z05sMkFWZk8zRGRGazJubjRkaDVaLVVLd09YbDBhU19lTnBEYnhrS2NSNk5SWEphUUM3LXpvRjBN?oc=5,google_rss_플랫폼 규제 when:2d,20.0,36.0,"platform_obligation,policy_legislation",platform_obligation,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,global_incident:platform_regulation:platform_sector:platform_operator_obligation,rumor_or_report,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,social_media_platform,20.0,"policy_legislation,market_power_platform,platform_obligation",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_operator_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,global_incident:platform_regulation:platform_sector:platform_operator_obligation,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,global_incident:platform_regulation:platform_sector:platform_operator_obligation,government_general_policy,weak_gov_basis:foreign_public_policy,,foreign_policy_should_be_competitor
1508,정부/국회,정부_국회,플랫폼 규제,EU “아동 SNS 이용 제한 추진···곧 법안 공개”,eu 아동 sns 이용 제한 추진 곧 법안 공개,v.daum.net,v.daum.net,"Mon, 13 Jul 2026 12:54:42 GMT",EU “아동 SNS 이용 제한 추진···곧 법안 공개” v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTE83ZHFQTUQ0SEdjVWF4RUJ0NGtuVEV1bHhrelBEN3oxWUlCckRQSzdqbUF1eVVmQnFWYTVZT0hVbF9DVVZRMk13dm85WU5jZWJ1d2pENA?oc=5,google_rss_플랫폼 규제 when:2d,16.0,36.0,"platform_obligation,policy_legislation",platform_obligation,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,rumor_or_report,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,social_media_platform,16.0,"policy_legislation,market_power_platform,platform_obligation",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation:policy_change,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,global_incident:platform_regulation:platform_sector:platform_content_moderation_obligation,self_filler_reference,weak_gov_basis:foreign_public_policy,,foreign_policy_should_be_competitor
3154,정부/국회,정부_국회,가상자산 거래소,"공정위, 미래에셋컨설팅의 코빗 인수 승인…""경쟁 제한 우려 적어""",공정위 미래에셋컨설팅의 코빗 인수 승인 경쟁 제한 우려 적어,MSN,MSN,"Sun, 12 Jul 2026 17:06:32 GMT","공정위, 미래에셋컨설팅의 코빗 인수 승인…""경쟁 제한 우려 적어"" MSN",https://news.google.com/rss/articles/CBMiqwRBVV95cUxQTXduM3o1Rnd6QlZzZWEzV1EybFRUYjB0YjlQRXpKZnB1X1pFOGV6TzROYVdKaHUzak02aVEydGZ6aTI3Z1FWRE5vWHNaRUtCTlBJQV9pLXg5bHdaNTVISmZpdmRyMWo5VC1vMGc1S19BeHhPbmRRc3NNTWxUUVFva0dZdFpVcEc0VUdRSl9hQVJGYUp4VkIzV0lYazFuVHNlTlB5TE1JdDN6MWJlQ3hFMmFsM1EwcDFLcGFGam5GTzN5RG1rZVg3aVlpUjVBSDdrV1ZqSE5FZy1wWFZzY3lHZTRURVdWV1RyaTVzT0dDdlM5NWU1MkUxQjROckVYVmtmLTlYcWNnS0tyNFVKOGpNbldYa0pRa1VZX2ZiVldYTF9GN3FFbEZxVVR1dkZ5bVVJT24zMkhXMnU0Y0lnanpGZ3JubjFyVVh6MmpGNnpfejBYSkRPRG0yeTVxbVVZSWVLSGxCU2lSOWNoWjFnbEhlS3c4QURnOFZjcTZsOHhEMTBsRC01VDhyWUt3TTh2OVJFM3V1TExqbUJxV0VLczk5SEllRTEyb21rZmlmYXVFOXlYeFlfN1JERHJHdDZLYldKTTVPd2lJMDlNaU42NDV3bEZYak8zc3hySUY2U1djRVBic0Q0V3dNODhNRktfUG1xUVlpTGs3NHRucF96Sjhmd3l6Q0ttNUdBNzRnY1lTZGZJbHpEc0Y3N0h1SnNoZXVjMlozNXpsdUh1Zzg?oc=5,google_rss_가상자산 거래소 when:2d,15.5,17.5,"antitrust_platform,strategy_mna_governance",antitrust_general,공정위,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:fair_trade_authority:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,15.5,"strategy_mna_governance,digital_asset_stablecoin",government:general,global_incident:platform_regulation:fair_trade_authority:platform_regulation:general,global_incident:platform_regulation:fair_trade_authority:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:fair_trade_authority:platform_regulation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,overseas,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,global_incident:platform_regulation:fair_trade_authority:platform_regulation,government_regulatory_enforcement,weak_gov_basis:no_public_actor_action_domain,,
2490,경쟁사/해외이슈,경쟁사_해외이슈,구글,"제미나이 품은 웨이즈, 음성 명령으로 목적지 검색과 교통 신고 강화",제미나이 품은 웨이즈 음성 명령으로 목적지 검색과 교통 신고 강화,디자인 나침반,디자인 나침반,"Tue, 14 Jul 2026 01:02:41 GMT","제미나이 품은 웨이즈, 음성 명령으로 목적지 검색과 교통 신고 강화 디자인 나침반",https://news.google.com/rss/articles/CBMiakFVX3lxTE1GLU9kUXRhMkNiTjg5MkVFZ19oQnFDTFVpSDI5WGJobU1LaVNSY3BEdTc5TXpIM0UwVG9jdWYzQlRHRzk2em15RTZyQi1aWUtsYW41QUFLY1VUWWpHSEZhVXd0N3pFcFNReEE?oc=5,google_rss_구글 개인정보 when:2d,14.5,12.5,"ai_agent,search_ads",,구글,v43_not_true_competitor,Y,,,,,platform_operator_obligation,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,competitor_actor_action_pass,Y,global,14.5,platform_obligation,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:제미나이 품은 웨이즈 음성 명령으로 목적지 검색과 교통 신고 강화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:제미나이 품은 웨이즈 음성 명령으로 목적지 검색과 교통 신고 강화,comp_overseas_platform_ai,,,
2198,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡이츠·bhc, 차지 입점·신메뉴 출시 기념 이벤트 진행",쿠팡이츠 bhc 차지 입점 신메뉴 출시 기념 이벤트 진행,통신일보,통신일보,"Mon, 13 Jul 2026 06:39:43 GMT","쿠팡이츠·bhc, 차지 입점·신메뉴 출시 기념 이벤트 진행 통신일보",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5UcUtBZWQtSmp4RmpLY1ozLTBubHBMeEtla1JZclo1dXBnQjRHVUVDU1ZCb2JLa2NUeTkwN1ZtMXcxTkpsXzZ0cFR4bmp2OGF0QXQ5Qkc3aktpZE5ZTGJ0NXBBbnJjUQ?oc=5,google_rss_쿠팡 when:2d,8.5,-8.0,self_pr_promo,,쿠팡,low_value:이벤트,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:coupang:delivery_app_fee_policy,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,coupang,8.5,,,global_incident:platform_regulation:coupang:delivery_app_fee_policy:general,global_incident:platform_regulation:coupang:delivery_app_fee_policy,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,global_incident:platform_regulation:coupang:delivery_app_fee_policy,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,global_incident:platform_regulation:coupang:delivery_app_fee_policy,competitor_general_low_relevance,,,
1502,정부/국회,정부_국회,플랫폼 규제,"유럽연합, 13세 미만 SNS 이용 제한 추진…AI 동반자 서비스까지 규제 검토",유럽연합 13세 미만 sns 이용 제한 추진 ai 동반자 서비스까지 규제 검토,인공지능신문,인공지능신문,"Mon, 13 Jul 2026 12:25:07 GMT","유럽연합, 13세 미만 SNS 이용 제한 추진…AI 동반자 서비스까지 규제 검토 인공지능신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBvVXRBR2VzdkdDcUdQSWRBUk1CblJYMWRNQ3hyWXVlcmllVHJJVEJFanY5SDQ3WWFnOXFlU1dTcEJWa09EM0dJamhMSVFtMGFPQjVtMUlEMWtqa0Nzazc1TWtOTURUYVU?oc=5,google_rss_플랫폼 규제 when:2d,8.0,25.0,"ai_infrastructure_security,platform_obligation,policy_legislation",ai_infrastructure_security,,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,business_change,global_incident:platform_regulation:platform_sector:platform_operator_obligation,consultation,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,social_media_platform,8.0,"policy_legislation,market_power_platform,ai_infrastructure_security,platform_obligation",government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_operator_obligation:announcement,global_incident:platform_regulation:platform_sector:platform_operator_obligation,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,global_incident:platform_regulation:platform_sector:platform_operator_obligation,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,global_incident:platform_regulation:platform_sector:platform_operator_obligation,government_ai_core_policy,weak_gov_basis:foreign_public_policy,,foreign_policy_should_be_competitor
354,정부/국회,정부_국회,과학기술정보통신부,"부총리-통신3사 CEO, 22일 2차 회동…AIDC 진흥 논의 전망",부총리 통신3사 ceo 22일 2차 회동 aidc 진흥 논의 전망,전자신문,전자신문,"Mon, 13 Jul 2026 07:00:00 GMT","부총리-통신3사 CEO, 22일 2차 회동…AIDC 진흥 논의 전망 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE5Zb3YtbXJISVlKenZnczBDbE55NDJQR29DMUtnNkNpZ2s1dmc1LUtndmNQSnFmczItZHRKczFMaDVHNm03bGI0QTRBZnFaQQ?oc=5,google_rss_과학기술정보통신부 when:2d,4.0,-31.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,,v43_not_government_policy,,,,,,general,2.0,published_yesterday+analysis_without_direct_event,analysis_feature,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,naver_telco_strategy_or_infra,Y,telco,4.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,국가 AI 인프라/AIDC/GPU 정책,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain,,
3153,정부/국회,정부_국회,가상자산 거래소,"미래에셋, 코빗 인수 '청신호'… 금융그룹 첫 거래소 품는다",미래에셋 코빗 인수 청신호 금융그룹 첫 거래소 품는다,글로벌 비즈 뉴스,글로벌 비즈 뉴스,"Mon, 13 Jul 2026 02:48:00 GMT","미래에셋, 코빗 인수 '청신호'… 금융그룹 첫 거래소 품는다 글로벌 비즈 뉴스",https://news.google.com/rss/articles/CBMiaEFVX3lxTFA3VVpySFl6Wk1oM3paTjVfRTNEWE1rdklpcHF0Q3EtRmJkUEoxMmFYSnlRVy1OR250aVY5SW5NM3Q2WHpRRUNneUZNdjNpczViS1h6TFhzMmItYURkaU9zeG5jR3JTUjZ40gFoQVVfeXFMUDdVWnJIWXpaTWgzelpONV9FM0RYTWt2SWlwcXRDcS1GYmRQSjEyYVhKeVFXLU5HbnRpVjlJbk0zdDZYelFFQ2d5Rk12M2lzNWJLWHpMWHMyYi1hRGRpT3N4bmNHclNSNng?oc=5,google_rss_가상자산 거래소 when:2d,3.0,5.0,strategy_mna_governance,strategy_mna_governance,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,3.0,"strategy_mna_governance,digital_asset_stablecoin",government:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,government_digital_finance_policy,weak_gov_basis:no_public_actor_action_domain,,
1619,정부/국회,정부_국회,스테이블코인,"파키스탄 규제당국 ""이슬람 율법 상 디지털자산 지위 논의해야""",파키스탄 규제당국 이슬람 율법 상 디지털자산 지위 논의해야,뉴스1,뉴스1,"Mon, 13 Jul 2026 05:06:26 GMT","파키스탄 규제당국 ""이슬람 율법 상 디지털자산 지위 논의해야"" 뉴스1",https://news.google.com/rss/articles/CBMia0FVX3lxTE1BZXlZMnZYU2lvUW5SbE5lc3JvSVBsdktJOEdwMGFoaFQ3eS1OTTNGZHBrRUthT0NNM2N5Ynp2TGhVVDRpSFRWczlRdEYtQlFrZ0N2ZFUwU3VGdEdqVDZNR0liQS1pXzhaSVlj?oc=5,google_rss_스테이블코인 조사 when:2d,2.0,-3.0,"digital_asset_stablecoin,policy_legislation",digital_asset_stablecoin,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,Y,"industry_basis_pass:actor=False,change=True,bridge=True",2,global_platform_or_overseas_rule,Y,unknown,2.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,government_digital_finance_policy,weak_gov_basis:no_public_actor_action_domain,,
1644,정부/국회,정부_국회,스테이블코인,"파키스탄 규제당국 ""이슬람 율법 상 디지털자산 지위 논의해야""",파키스탄 규제당국 이슬람 율법 상 디지털자산 지위 논의해야,파이낸셜뉴스,파이낸셜뉴스,"Mon, 13 Jul 2026 05:07:08 GMT","파키스탄 규제당국 ""이슬람 율법 상 디지털자산 지위 논의해야"" 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5MbGNOU0VLWUVub3NZcDZOdVVoSUx3TnpfaGRoTUJFanNVVGZiTElCVjJzWDQxSDVaVGxmNnA0dzVkbE1QSng5LWUtU3NZQkdPVXpoY1g3eDJIdw?oc=5,google_rss_스테이블코인 site:fnnews.com when:2d,1.0,-3.0,"digital_asset_stablecoin,policy_legislation",digital_asset_stablecoin,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,general,Y,"industry_basis_pass:actor=False,change=True,bridge=True",2,global_platform_or_overseas_rule,Y,unknown,1.0,"policy_legislation,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy:general,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,경쟁사_해외이슈,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,4,4,3,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,government_digital_finance_policy,weak_gov_basis:no_public_actor_action_domain,,
519,정부/국회,정부_국회,과학기술정보통신부,[단독]오는 22일 '부총리-통신3사 CEO' 2차 회동…AIDC 현안 논의 전망,오는 22일 부총리 통신3사 ceo 2차 회동 aidc 현안 논의 전망,전자신문,전자신문,"Mon, 13 Jul 2026 00:58:24 GMT",[단독]오는 22일 '부총리-통신3사 CEO' 2차 회동…AIDC 현안 논의 전망 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5kdDhvQjhXSkRjNmxMV3Vtand6VURZMWdJRjJ2cVZVTjVVeTNqbWwzWG1JVU9TdF9VeC1yUWdZbG03MGRTMTNOZXBfN2Vndw?oc=5,google_rss_과학기술정보통신부 해킹 when:2d,1.0,-31.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,,v43_not_government_policy,,,,,,general,7.0,published_yesterday+exclusive_breaking+analysis_without_direct_event,analysis_feature,,review_scheduled,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,naver_telco_strategy_or_infra,Y,telco,1.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,국가 AI 인프라/AIDC/GPU 정책,government_ai_core_policy,weak_gov_basis:no_public_actor_action_domain,,
